# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
3337	185	pāpá,	burā,	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3338	185	pāpá,	xarābu,	xaraːb	Sindhi	x a r aː b	3 7 5 7 1	AXBYN	GARAP	16	16.G.C 16.A.V 16.R.C 16.A.V 16.P.c	2.0 1.5 1.75 1.3 0.8	0	1725	pāpá,:1725
3339	185	pāpá,	kharāb	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3340	185	pāpá,	vāīṭ	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3341	185	pāpá,	kuśillẽ	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3342	185	pāpá,	bea	bɛa	Assamese	b ɛa	1 7	AX	PE	1	1.P.C 1.E.V	2.0 1.5	0	1710	pāpá,:1710
3343	185	pāpá,	kharap	kʰaɾap	Bengali	kʰ a ɾ a p	1 7 5 7 1	AXBYN	KARAP	2	2.K.C 2.A.V 2.R.C 2.A.V 2.P.c	2.0 1.5 1.75 1.3 0.8	0	1711	pāpá,:1711
3344	185	pāpá,	khôrapô	None	Oriya	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3345	185	pāpá,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3346	185	pāpá,	naraka	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3347	185	pāpá,	nubai,	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
3348	185	pāpá,	nasul	None	Romani	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	1713	pāpá,:1713
#
2809	156	pāṃsú,	pāṃsú,	pɑːsú	Sanskrit	p ɑː s ú	1 7 3 7	AXBZ	PASY	15	15.P.C 15.A.V 15.S.C 15.Y.V	2.0 1.5 1.75 0.8	0	1731	pāṃsú,:1731
2810	156	pāṃsú,	sikatā	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1734	pāṃsú,:1734
2811	156	pāṃsú,	ret	ɾeːt	Hindi	ɾ eː t	5 7 1	AXN	RET	6	6.R.C 6.E.V 6.T.c	2.0 1.5 0.8	0	1732	pāṃsú,:1732
2812	156	pāṃsú,	ret	ɾeːt	Urdu	ɾ eː t	5 7 1	AXN	RET	18	18.R.C 18.E.V 18.T.c	2.0 1.5 0.8	0	1732	pāṃsú,:1732
2813	156	pāṃsú,	bāluwā	bäluwä	Nepali	b ä l u w ä	1 7 5 7 6 7	AXBYBZ	PALYWA	10	10.P.C 10.A.V 10.L.C 10.Y.V 10.W.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1728	pāṃsú,:1728
2814	156	pāṃsú,	bālū	bɑːluː	Bhojpuri	b ɑː l uː	1 7 5 7	AXBZ	PALY	3	3.P.C 3.A.V 3.L.C 3.Y.V	2.0 1.5 1.75 0.8	0	1728	pāṃsú,:1728
2815	156	pāṃsú,	ret	ret	Punjabi	r e t	5 7 1	AXN	RET	13	13.R.C 13.E.V 13.T.c	2.0 1.5 0.8	0	1732	pāṃsú,:1732
2816	156	pāṃsú,	vārī	ʋaːri:	Sindhi	ʋ aː r i:	6 7 5 7	AXBZ	WARI	16	16.W.C 16.A.V 16.R.C 16.I.V	2.0 1.5 1.75 0.8	0	1736	pāṃsú,:1736
2817	156	pāṃsú,	retī	reti:	Gujarati	r e t i:	5 7 1 7	AXBZ	RETI	5	5.R.C 5.E.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	0	1732	pāṃsú,:1732
2818	156	pāṃsú,	vāḷū	ʋaːlu:	Marathi	ʋ aː l u:	6 7 5 7	AXBZ	WALY	9	9.W.C 9.A.V 9.L.C 9.Y.V	2.0 1.5 1.75 0.8	0	1736	pāṃsú,:1736
2819	156	pāṃsú,	reuva	reuʋa	Konkani	r eu ʋ a	5 7 6 7	AXBZ	REWA	8	8.R.C 8.E.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	0	1735	pāṃsú,:1735
2820	156	pāṃsú,	bali	bali	Assamese	b a l i	1 7 5 7	AXBZ	PALI	1	1.P.C 1.A.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	1728	pāṃsú,:1728
2821	156	pāṃsú,	bali	bali	Bengali	b a l i	1 7 5 7	AXBZ	PALI	2	2.P.C 2.A.V 2.L.C 2.I.V	2.0 1.5 1.75 0.8	0	1728	pāṃsú,:1728
2822	156	pāṃsú,	bali	bali	Oriya	b a l i	1 7 5 7	AXBZ	PALI	11	11.P.C 11.A.V 11.L.C 11.I.V	2.0 1.5 1.75 0.8	0	1728	pāṃsú,:1728
2823	156	pāṃsú,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1734	pāṃsú,:1734
2824	156	pāṃsú,	wæli	wæli	Sinhalese	w æ l i	6 7 5 7	AXBZ	WELI	17	17.W.C 17.E.V 17.L.C 17.I.V	2.0 1.5 1.75 0.8	0	1728	pāṃsú,:1728
2825	156	pāṃsú,	fas	fəs	Dhivehi	f ə s	3 7 3	AXN	BES	4	4.B.C 4.E.V 4.S.c	2.0 1.5 0.8	0	1731	pāṃsú,:1731
2826	156	pāṃsú,	kiśaj	None	Romani	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	1734	pāṃsú,:1734
#
3115	173	pīta,	pīta,	piːtɐ	Sanskrit	p iː t ɐ	1 7 1 7	AXBZ	PITE	15	15.P.C 15.I.V 15.T.C 15.E.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3116	173	pīta,	pīta	piːtɐ	Pali	p iː t ɐ	1 7 1 7	AXBZ	PITE	12	12.P.C 12.I.V 12.T.C 12.E.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3117	173	pīta,	pīlā	piːlɑː	Hindi	p iː l ɑː	1 7 5 7	AXBZ	PILA	6	6.P.C 6.I.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3118	173	pīta,	pīlā	piːlɑː	Urdu	p iː l ɑː	1 7 5 7	AXBZ	PILA	18	18.P.C 18.I.V 18.L.C 18.A.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3119	173	pīta,	pahẽlo	pʌɦẽlo	Nepali	p ʌ ɦ ẽ l o	1 7 3 7 5 7	AXBYBZ	PEHELU	10	10.P.C 10.E.V 10.H.C 10.E.V 10.L.C 10.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1739	pīta,:1739
3120	173	pīta,	pīyar	piːjɑːr	Bhojpuri	p iː j ɑː r	1 7 6 7 5	AXBYN	PIJAR	3	3.P.C 3.I.V 3.J.C 3.A.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	1739	pīta,:1739
3121	173	pīta,	pīlā	piːlɑː	Punjabi	p iː l ɑː	1 7 5 7	AXBZ	PILA	13	13.P.C 13.I.V 13.L.C 13.A.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3122	173	pīta,	phiko	pʱiko	Sindhi	pʱ i k o	1 7 1 7	AXBZ	PIKU	16	16.P.C 16.I.V 16.K.C 16.U.V	2.0 1.5 1.75 0.8	0	1752	pīta,:1752
3123	173	pīta,	pīḷo	piːlo	Gujarati	p iː l o	1 7 5 7	AXBZ	PILU	5	5.P.C 5.I.V 5.L.C 5.U.V	2.0 1.5 1.75 0.8	0	1739	pīta,:1739
3124	173	pīta,	pivḷe	pivḷe	Marathi	p i v ḷ e	1 7 3 5 7	AXBCZ	PIBLE	9	9.P.C 9.I.V 9.B.C 9.L.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	1745	pīta,:1745
3125	173	pīta,	haḷduvo	ɦaḷduvɔ	Konkani	ɦ a ḷ d u v ɔ	3 7 5 1 7 3 7	AXMBYBZ	HALTYBU	8	8.H.C 8.A.V 8.L.c 8.T.C 8.Y.V 8.B.C 8.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1737	pīta,:1737
3126	173	pīta,	halodhia	ɦalɔdʱia	Assamese	ɦ a l ɔ dʱ ia	3 7 5 7 1 7	AXBYBZ	HALUTI	1	1.H.C 1.A.V 1.L.C 1.U.V 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1737	pīta,:1737
3127	173	pīta,	hôlud	ɦalud	Bengali	ɦ a l u d	3 7 5 7 1	AXBYN	HALYT	2	2.H.C 2.A.V 2.L.C 2.Y.V 2.T.c	2.0 1.5 1.75 1.3 0.8	0	1737	pīta,:1737
3128	173	pīta,	hôḷôdia	ɦɔḷɔdia	Oriya	ɦ ɔ ḷ ɔ d ia	3 7 5 7 1 7	AXBYBZ	HULUTI	11	11.H.C 11.U.V 11.L.C 11.U.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1737	pīta,:1737
3129	173	pīta,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1743	pīta,:1743
3130	173	pīta,	kaha	kaha	Sinhalese	k a h a	1 7 3 7	AXBZ	KAHA	17	17.K.C 17.A.V 17.H.C 17.A.V	2.0 1.5 1.75 0.8	0	1740	pīta,:1740
3131	173	pīta,	rīⁿdūkula	rīⁿdūkula	Dhivehi	r īⁿ d ū k u l a	5 7 1 7 1 7 5 7	AXBYBYBZ	RITYKYLA	4	4.R.C 4.I.V 4.T.C 4.Y.V 4.K.C 4.Y.V 4.L.C 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1740	pīta,:1740
3132	173	pīta,	gàlbeno	None	Romani	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	1743	pīta,:1743
#
1171	65	pī́vas,	pī́vas,	píːʋɐs	Sanskrit	p íː ʋ ɐ s	1 7 6 7 3	AXBYN	PIWES	15	15.P.C 15.I.V 15.W.C 15.E.V 15.S.c	2.0 1.5 1.75 1.3 0.8	0	1767	pī́vas,:1767
1172	65	pī́vas,	meda	ˈmeða	Pali	ˈm e ð a	4 7 3 7	AXBZ	MEDA	12	12.M.C 12.E.V 12.D.C 12.A.V	2.0 1.5 1.75 0.8	0	1763	pī́vas,:1763
1173	65	pī́vas,	carbī	tʃəɾbiː	Hindi	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	6	6.T.C 6.S.C 6.E.V 6.R.c 6.P.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1174	65	pī́vas,	carbī	tʃaɾbiː	Urdu	t ʃ a ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSARPI	18	18.T.C 18.S.C 18.A.V 18.R.c 18.P.C 18.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1175	65	pī́vas,	cillo,	tʃillo	Nepali	t ʃ i ll o	1 3 7 5 7	ACXBZ	TSILU	10	10.T.C 10.S.C 10.I.V 10.L.C 10.U.V	2.0 1.5 1.5 1.75 0.8	0	1754	pī́vas,:1754
1176	65	pī́vas,	carbī	tʃəɾbiː	Bhojpuri	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	3	3.T.C 3.S.C 3.E.V 3.R.c 3.P.C 3.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1177	65	pī́vas,	carbī	tʃəɾbiː	Punjabi	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	13	13.T.C 13.S.C 13.E.V 13.R.c 13.P.C 13.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1178	65	pī́vas,	carɓī	tʃəɾbiː	Sindhi	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	16	16.T.C 16.S.C 16.E.V 16.R.c 16.P.C 16.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1179	65	pī́vas,	carbī	tʃəɾbiː	Gujarati	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	5	5.T.C 5.S.C 5.E.V 5.R.c 5.P.C 5.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1180	65	pī́vas,	carbī	tʃəɾbiː	Marathi	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	9	9.T.C 9.S.C 9.E.V 9.R.c 9.P.C 9.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1181	65	pī́vas,	vos	vos	Konkani	v o s	3 7 3	AXN	BUS	8	8.B.C 8.U.V 8.S.c	2.0 1.5 0.8	0	1759	pī́vas,:1759
1182	65	pī́vas,	sorri,	sɔɹbi	Assamese	s ɔ ɹ b i	3 7 5 1 7	AXMBZ	SURPI	1	1.S.C 1.U.V 1.R.c 1.P.C 1.I.V	2.0 1.5 1.1 1.75 0.8	0	1753	pī́vas,:1753
1183	65	pī́vas,	côrbi	tʃorbi	Bengali	t ʃ o r b i	1 3 7 5 1 7	ACXMBZ	TSURPI	2	2.T.C 2.S.C 2.U.V 2.R.c 2.P.C 2.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1754	pī́vas,:1754
1184	65	pī́vas,	moṭa,	moʈa	Oriya	m o ʈ a	4 7 1 7	AXBZ	MUTA	11	11.M.C 11.U.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	1	1763	pī́vas,:1763
1185	65	pī́vas,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1759	pī́vas,:1759
1186	65	pī́vas,	mēda	me:da	Sinhalese	m e: d a	4 7 1 7	AXBZ	META	17	17.M.C 17.E.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	1763	pī́vas,:1763
1187	65	pī́vas,	sarubī	sɔɹubi:	Dhivehi	s ɔ ɹ u b i:	3 7 5 7 1 7	AXBYBZ	SURYPI	4	4.S.C 4.U.V 4.R.C 4.Y.V 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1753	pī́vas,:1753
1188	65	pī́vas,	thulo	tʰulo	Romani	tʰ u l o	1 7 5 7	AXBZ	TYLU	14	14.T.C 14.Y.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	1766	pī́vas,:1766
#
3259	181	pūrṇá	pūrṇá	puːɾɳ	Sanskrit	p uː ɾ ɳ	1 7 5 4	AXLN	PYRN	15	15.P.C 15.Y.V 15.R.c 15.N.c	2.0 1.5 1.1 0.8	0	1770	pūrṇá:1770
3260	181	pūrṇá	puṇṇa	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3261	181	pūrṇá	pūrā	puːɾɑː	Hindi	p uː ɾ ɑː	1 7 5 7	AXBZ	PYRA	6	6.P.C 6.Y.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	1770	pūrṇá:1770
3262	181	pūrṇá	pūrā	puːɾɑː	Urdu	p uː ɾ ɑː	1 7 5 7	AXBZ	PYRA	18	18.P.C 18.Y.V 18.R.C 18.A.V	2.0 1.5 1.75 0.8	0	1770	pūrṇá:1770
3263	181	pūrṇá	bharī,	None	Nepali	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	0	1771	pūrṇá:1771
3264	181	pūrṇá	pūrā	puːɾɑː	Bhojpuri	p uː ɾ ɑː	1 7 5 7	AXBZ	PYRA	3	3.P.C 3.Y.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	1770	pūrṇá:1770
3265	181	pūrṇá	pūrā	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3266	181	pūrṇá	bharyal	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3267	181	pūrṇá	bharelũ	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3268	181	pūrṇá	sampūrṇa	səmpuːɾɳ	Marathi	s ə m p uː ɾ ɳ	3 7 4 1 7 5 4	AXMBYLN	SEMPYRN	9	9.S.C 9.E.V 9.M.c 9.P.C 9.Y.V 9.R.c 9.N.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	0	1770	pūrṇá:1770
3269	181	pūrṇá	purāy	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3270	181	pūrṇá	bhora,	bʱɔɹa	Assamese	bʱ ɔ ɹ a	1 7 5 7	AXBZ	PURA	1	1.P.C 1.U.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	0	1768	pūrṇá:1768
3271	181	pūrṇá	bhôra	bʰɔra	Bengali	bʰ ɔ r a	1 7 5 7	AXBZ	PURA	2	2.P.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	1768	pūrṇá:1768
3272	181	pūrṇá	purṇṇô,	None	Oriya	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3273	181	pūrṇá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3274	181	pūrṇá	pura	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3275	181	pūrṇá	furifai	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
3276	181	pūrṇá	pherdo	None	Romani	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	1771	pūrṇá:1771
#
3349	186	pū́ti	pū́ti	puːtiː	Sanskrit	p uː t iː	1 7 1 7	AXBZ	PYTI	15	15.P.C 15.Y.V 15.T.C 15.I.V	2.0 1.5 1.75 0.8	0	1786	pū́ti:1786
3350	186	pū́ti	pūtika	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3351	186	pū́ti	saṛā	səɽɑː	Hindi	s ə ɽ ɑː	3 7 5 7	AXBZ	SERA	6	6.S.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	1777	pū́ti:1777
3352	186	pū́ti	bosīdāh,	None	Urdu	N o n e	0 7 4 7	AXBZ	0UNE	18	18.0.C 18.U.V 18.N.C 18.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3353	186	pū́ti	kuieko	None	Nepali	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3354	186	pū́ti	saṛal	None	Bhojpuri	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3355	186	pū́ti	saṛiā	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3356	186	pū́ti	ɠaryal	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3357	186	pū́ti	saḍelũ	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3358	186	pū́ti	kuj̈ke	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3359	186	pū́ti	kuśil	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3360	186	pū́ti	gela	ɡɛla	Assamese	ɡ ɛ l a	1 7 5 7	AXBZ	KELA	1	1.K.C 1.E.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	0	1772	pū́ti:1772
3361	186	pū́ti	pôca	pɔsa	Bengali	p ɔ s a	1 7 3 7	AXBZ	PUSA	2	2.P.C 2.U.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	0	1772	pū́ti:1772
3362	186	pū́ti	pôca,	None	Oriya	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3363	186	pū́ti	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3364	186	pū́ti	pūti	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3365	186	pū́ti	fī	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	1774	pū́ti:1774
3366	186	pū́ti	kerno	ˈkerno	Romani	ˈk e r n o	1 7 5 4 7	AXMBZ	KERNU	14	14.K.C 14.E.V 14.R.c 14.N.C 14.U.V	2.0 1.5 1.1 1.75 0.8	0	1785	pū́ti:1785
#
1567	87	pṛṣṭhá	pṛṣṭhá	pɾistʰʌ	Sanskrit	p ɾ i s tʰ ʌ	1 5 7 3 1 7	ACXMBZ	PRISTE	15	15.P.C 15.R.C 15.I.V 15.S.c 15.T.C 15.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1787	pṛṣṭhá:1787
1568	87	pṛṣṭhá	piṭṭha	pɾistʰa	Pali	p ɾ i s tʰ a	1 5 7 3 1 7	ACXMBZ	PRISTA	12	12.P.C 12.R.C 12.I.V 12.S.c 12.T.C 12.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1787	pṛṣṭhá:1787
1569	87	pṛṣṭhá	pīṭh	piːʈʰ	Hindi	p iː ʈʰ	1 7 1	AXN	PIT	6	6.P.C 6.I.V 6.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1570	87	pṛṣṭhá	pīṭh	piːʈʰ	Urdu	p iː ʈʰ	1 7 1	AXN	PIT	18	18.P.C 18.I.V 18.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1571	87	pṛṣṭhá	āṅ	äŋ	Nepali	ä ŋ	7 4	XN	AN	10	10.A.V 10.N.c	1.5 0.8	0	1796	pṛṣṭhá:1796
1572	87	pṛṣṭhá	pīṭh	piːʈʰ	Bhojpuri	p iː ʈʰ	1 7 1	AXN	PIT	3	3.P.C 3.I.V 3.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1573	87	pṛṣṭhá	piṭṭha*,	pɪʈʰ	Punjabi	p ɪ ʈʰ	1 7 1	AXN	PIT	13	13.P.C 13.I.V 13.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1574	87	pṛṣṭhá	puṭhi	putʰi:	Sindhi	p u tʰ i:	1 7 1 7	AXBZ	PYTI	16	16.P.C 16.Y.V 16.T.C 16.I.V	2.0 1.5 1.75 0.8	0	1787	pṛṣṭhá:1787
1575	87	pṛṣṭhá	pīṭh	piːʈʰ	Gujarati	p iː ʈʰ	1 7 1	AXN	PIT	5	5.P.C 5.I.V 5.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1576	87	pṛṣṭhá	pāṭh	päʈʰ	Marathi	p ä ʈʰ	1 7 1	AXN	PAT	9	9.P.C 9.A.V 9.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1577	87	pṛṣṭhá	pichāḍẽ,	pichāḍẽ	Konkani	p i c h ā ḍ ẽ	1 7 1 3 7 1 7	AXBCYBZ	PICHATE	8	8.P.C 8.I.V 8.C.C 8.H.C 8.A.V 8.T.C 8.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	1794	pṛṣṭhá:1794
1578	87	pṛṣṭhá	pithi	pitʰi	Assamese	p i tʰ i	1 7 1 7	AXBZ	PITI	1	1.P.C 1.I.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	1787	pṛṣṭhá:1787
1579	87	pṛṣṭhá	piṭh	pitʰ	Bengali	p i tʰ	1 7 1	AXN	PIT	2	2.P.C 2.I.V 2.T.c	2.0 1.5 0.8	0	1787	pṛṣṭhá:1787
1580	87	pṛṣṭhá	piṭhi	piʈʰi	Oriya	p i ʈʰ i	1 7 1 7	AXBZ	PITI	11	11.P.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 0.8	0	1787	pṛṣṭhá:1787
1581	87	pṛṣṭhá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1793	pṛṣṭhá:1793
1582	87	pṛṣṭhá	passa	passa	Sinhalese	p a ss a	1 7 3 7	AXBZ	PASA	17	17.P.C 17.A.V 17.S.C 17.A.V	2.0 1.5 1.75 0.8	0	1787	pṛṣṭhá:1787
