# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	INFOMAPID	INFERRED_CLASS
1137	63	rakta,	xūn	kʰuːn	Hindi	kʰ uː n	1 7 4	AXN	KYN	6	6.K.C 6.Y.V 6.N.c	2.0 1.5 0.8	0	328	rakta,:328
1138	63	rakta,	xūn	xuːn	Urdu	x uː n	3 7 4	AXN	GYN	18	18.G.C 18.Y.V 18.N.c	2.0 1.5 0.8	0	328	rakta,:328
1139	63	rakta,	ragat	ragat	Nepali	r a g a t	5 7 1 7 1	AXBYN	RAKAT	10	10.R.C 10.A.V 10.K.C 10.A.V 10.T.c	2.0 1.5 1.75 1.3 0.8	0	327	rakta,:327
1140	63	rakta,	ख़ūn	kʰuːn	Bhojpuri	kʰ uː n	1 7 4	AXN	KYN	3	3.K.C 3.Y.V 3.N.c	2.0 1.5 0.8	0	328	rakta,:328
1141	63	rakta,	xūn,	ɛksūɛn	Punjabi	ɛ k s ūɛ n	7 1 3 7 4	XBCYN	EKSYN	13	13.E.V 13.K.C 13.S.C 13.Y.V 13.N.c	1.5 1.75 1.5 1.3 0.8	0	328	rakta,:328
1142	63	rakta,	ratu	ɾʊtːᵊ	Sindhi	ɾ ʊ tːᵊ	5 7 1	AXN	RYT	16	16.R.C 16.Y.V 16.T.c	2.0 1.5 0.8	0	327	rakta,:327
1143	63	rakta,	lohī	lohi:	Gujarati	l o h i:	5 7 3 7	AXBZ	LUHI	5	5.L.C 5.U.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	0	329	rakta,:329
1144	63	rakta,	rakta	ɾəkt	Marathi	ɾ ə k t	5 7 1 1	AXLN	REKT	9	9.R.C 9.E.V 9.K.c 9.T.c	2.0 1.5 1.1 0.8	0	327	rakta,:327
1145	63	rakta,	ragat	ragat	Konkani	r a g a t	5 7 1 7 1	AXBYN	RAKAT	8	8.R.C 8.A.V 8.K.C 8.A.V 8.T.c	2.0 1.5 1.75 1.3 0.8	0	327	rakta,:327
1146	63	rakta,	tez	tez	Assamese	t e z	1 7 3	AXN	TES	1	1.T.C 1.E.V 1.S.c	2.0 1.5 0.8	0	326	rakta,:326
1147	63	rakta,	rôkt	rɔkto	Bengali	r ɔ k t o	5 7 1 1 7	AXMBZ	RUKTU	2	2.R.C 2.U.V 2.K.c 2.T.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	327	rakta,:327
1148	63	rakta,	rôktô,	ɾɔktɔ	Oriya	ɾ ɔ k t ɔ	5 7 1 1 7	AXMBZ	RUKTU	11	11.R.C 11.U.V 11.K.c 11.T.C 11.U.V	2.0 1.5 1.1 1.75 0.8	0	327	rakta,:327
1149	63	rakta,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	330	rakta,:330
1150	63	rakta,	lē	leː	Sinhalese	l eː	5 7	AX	LE	17	17.L.C 17.E.V	2.0 1.5	0	329	rakta,:329
1151	63	rakta,	lē	leː	Dhivehi	l eː	5 7	AX	LE	4	4.L.C 4.E.V	2.0 1.5	0	329	rakta,:329
1152	63	rakta,	rat	ɹæt	Romani	ɹ æ t	5 7 1	AXN	RET	14	14.R.C 14.E.V 14.T.c	2.0 1.5 0.8	0	327	rakta,:327
3079	171	rakta,	rakta,	ɾəkt	Sanskrit	ɾ ə k t	5 7 1 1	AXLN	REKT	15	15.R.C 15.E.V 15.K.c 15.T.c	2.0 1.5 1.1 0.8	1	327	rakta,:327
3080	171	rakta,	lohita	loʱita	Pali	l oʱi t a	5 7 1 7	AXBZ	LUTA	12	12.L.C 12.U.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	329	rakta,:329
3081	171	rakta,	lāl	lɑːl	Hindi	l ɑː l	5 7 5	AXN	LAL	6	6.L.C 6.A.V 6.L.c	2.0 1.5 0.8	0	329	rakta,:329
3082	171	rakta,	surx,	suɾx	Urdu	s u ɾ x	3 7 5 3	AXLN	SYRG	18	18.S.C 18.Y.V 18.R.c 18.G.c	2.0 1.5 1.1 0.8	0	328	rakta,:328
3083	171	rakta,	rāto	räto	Nepali	r ä t o	5 7 1 7	AXBZ	RATU	10	10.R.C 10.A.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	0	327	rakta,:327
3084	171	rakta,	lāl	lɑːl	Bhojpuri	l ɑː l	5 7 5	AXN	LAL	3	3.L.C 3.A.V 3.L.c	2.0 1.5 0.8	0	329	rakta,:329
3085	171	rakta,	lāl	lɑːl	Punjabi	l ɑː l	5 7 5	AXN	LAL	13	13.L.C 13.A.V 13.L.c	2.0 1.5 0.8	0	329	rakta,:329
3086	171	rakta,	gāṛho	gɑːɽʱo	Sindhi	g ɑː ɽʱ o	1 7 5 7	AXBZ	KARU	16	16.K.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 0.8	0	327	rakta,:327
3087	171	rakta,	lāl	lɑːl	Gujarati	l ɑː l	5 7 5	AXN	LAL	5	5.L.C 5.A.V 5.L.c	2.0 1.5 0.8	0	329	rakta,:329
3088	171	rakta,	lāl	lɑːl	Marathi	l ɑː l	5 7 5	AXN	LAL	9	9.L.C 9.A.V 9.L.c	2.0 1.5 0.8	0	329	rakta,:329
3089	171	rakta,	lāl	lɑːl	Konkani	l ɑː l	5 7 5	AXN	LAL	8	8.L.C 8.A.V 8.L.c	2.0 1.5 0.8	0	329	rakta,:329
3090	171	rakta,	roṅa	ɹɔŋa	Assamese	ɹ ɔ ŋ a	5 7 4 7	AXBZ	RUNA	1	1.R.C 1.U.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	0	330	rakta,:330
3091	171	rakta,	lal	lal	Bengali	l a l	5 7 5	AXN	LAL	2	2.L.C 2.A.V 2.L.c	2.0 1.5 0.8	0	329	rakta,:329
3092	171	rakta,	lalô,	lalɔ	Oriya	l a l ɔ	5 7 5 7	AXBZ	LALU	11	11.L.C 11.A.V 11.L.C 11.U.V	2.0 1.5 1.75 0.8	0	329	rakta,:329
3093	171	rakta,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	330	rakta,:330
3094	171	rakta,	ratu	ratu	Sinhalese	r a t u	5 7 1 7	AXBZ	RATY	17	17.R.C 17.A.V 17.T.C 17.Y.V	2.0 1.5 1.75 0.8	0	327	rakta,:327
3095	171	rakta,	rat̊	rat̊	Dhivehi	r a t̊	5 7 1	AXN	RAT	4	4.R.C 4.A.V 4.T.c	2.0 1.5 0.8	0	327	rakta,:327
3096	171	rakta,	lolo	lolo	Romani	l o l o	5 7 5 7	AXBZ	LULU	14	14.L.C 14.U.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	329	rakta,:329
#
2827	157	reṇú	reṇú	ɾɐjɳú	Sanskrit	ɾ ɐ j ɳ ú	5 7 6 4 7	AXMBZ	REJNY	15	15.R.C 15.E.V 15.J.c 15.N.C 15.Y.V	2.0 1.5 1.1 1.75 0.8	0	331	reṇú:331
2828	157	reṇú	reṇu	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	331	reṇú:331
2829	157	reṇú	dhūl	dʱuːl	Hindi	dʱ uː l	1 7 5	AXN	TYL	6	6.T.C 6.Y.V 6.L.c	2.0 1.5 0.8	0	331	reṇú:331
2830	157	reṇú	dhūl	dʱuːl	Urdu	dʱ uː l	1 7 5	AXN	TYL	18	18.T.C 18.Y.V 18.L.c	2.0 1.5 0.8	0	331	reṇú:331
2831	157	reṇú	dhulo	dʱṳlo	Nepali	dʱ ṳ l o	1 7 5 7	AXBZ	TYLU	10	10.T.C 10.Y.V 10.L.C 10.U.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2832	157	reṇú	gardā	gardɑː	Bhojpuri	g a r d ɑː	1 7 5 1 7	AXMBZ	KARTA	3	3.K.C 3.A.V 3.R.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	332	reṇú:332
2833	157	reṇú	dhūṛ	dʱu:ṛ	Punjabi	dʱ u: ṛ	1 7 5	AXN	TYR	13	13.T.C 13.Y.V 13.R.c	2.0 1.5 0.8	0	331	reṇú:331
2834	157	reṇú	miṭī	miti:	Sindhi	m i t i:	4 7 1 7	AXBZ	MITI	16	16.M.C 16.I.V 16.T.C 16.I.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2835	157	reṇú	dhūḷ	ˈdʱuɭ	Gujarati	ˈdʱ u ɭ	1 7 5	AXN	TYL	5	5.T.C 5.Y.V 5.L.c	2.0 1.5 0.8	0	331	reṇú:331
2836	157	reṇú	dhūḷ	dʱuɭ	Marathi	dʱ u ɭ	1 7 5	AXN	TYL	9	9.T.C 9.Y.V 9.L.c	2.0 1.5 0.8	0	331	reṇú:331
2837	157	reṇú	piṭho	pitʱɔ	Konkani	p i tʱ ɔ	1 7 1 7	AXBZ	PITU	8	8.P.C 8.I.V 8.T.C 8.U.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2838	157	reṇú	dhuli	dʱuli	Assamese	dʱ u l i	1 7 5 7	AXBZ	TYLI	1	1.T.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2839	157	reṇú	dhulo	dʱulɔ	Bengali	dʱ u l ɔ	1 7 5 7	AXBZ	TYLU	2	2.T.C 2.Y.V 2.L.C 2.U.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2840	157	reṇú	dhuḷi	dʱuli	Oriya	dʱ u l i	1 7 5 7	AXBZ	TYLI	11	11.T.C 11.Y.V 11.L.C 11.I.V	2.0 1.5 1.75 0.8	0	331	reṇú:331
2841	157	reṇú	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	334	reṇú:334
2842	157	reṇú	pasa	pasa	Sinhalese	p a s a	1 7 3 7	AXBZ	PASA	17	17.P.C 17.A.V 17.S.C 17.A.V	2.0 1.5 1.75 0.8	0	333	reṇú:333
2843	157	reṇú	hirafus	hirafus	Dhivehi	h i r a f u s	3 7 5 7 3 7 3	AXBYBYN	HIRABYS	4	4.H.C 4.I.V 4.R.C 4.A.V 4.B.C 4.Y.V 4.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	333	reṇú:333
2844	157	reṇú	praxo	praxo	Romani	p r a x o	1 5 7 3 7	ACXBZ	PRAGU	14	14.P.C 14.R.C 14.A.V 14.G.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	333	reṇú:333
#
1081	60	rájju	rájju	ɾɐddʑu	Sanskrit	ɾ ɐ dd ʑ u	5 7 1 3 7	AXBCZ	RETSY	15	15.R.C 15.E.V 15.T.C 15.S.C 15.Y.V	2.0 1.5 1.75 1.5 0.8	0	335	rájju:335
1082	60	rájju	rajju	ɾɑddʑu	Pali	ɾ ɑ dd ʑ u	5 7 1 3 7	AXBCZ	RATSY	12	12.R.C 12.A.V 12.T.C 12.S.C 12.Y.V	2.0 1.5 1.75 1.5 0.8	0	335	rájju:335
1083	60	rájju	rassī	ɾəssiː	Hindi	ɾ ə ss iː	5 7 3 7	AXBZ	RESI	6	6.R.C 6.E.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1084	60	rájju	rassī	ɾəsːiː	Urdu	ɾ ə sː iː	5 7 3 7	AXBZ	RESI	18	18.R.C 18.E.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1085	60	rájju	ḍorī,	ɖoːɾiː	Nepali	ɖ oː ɾ iː	1 7 5 7	AXBZ	TURI	10	10.T.C 10.U.V 10.R.C 10.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1086	60	rájju	rassī	ɾəssiː	Bhojpuri	ɾ ə ss iː	5 7 3 7	AXBZ	RESI	3	3.R.C 3.E.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1087	60	rájju	rassī	ɾəsiː	Punjabi	ɾ ə s iː	5 7 3 7	AXBZ	RESI	13	13.R.C 13.E.V 13.S.C 13.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1088	60	rájju	raso	ɾəso	Sindhi	ɾ ə s o	5 7 3 7	AXBZ	RESU	16	16.R.C 16.E.V 16.S.C 16.U.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1089	60	rájju	dorḍũ	ɖoɾɖu:	Gujarati	ɖ o ɾ ɖ u:	1 7 5 1 7	AXMBZ	TURTY	5	5.T.C 5.U.V 5.R.c 5.T.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	335	rájju:335
1090	60	rájju	dorī,	ɖoɾi:	Marathi	ɖ o ɾ i:	1 7 5 7	AXBZ	TURI	9	9.T.C 9.U.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1091	60	rájju	dorī	ɖoɾi:	Konkani	ɖ o ɾ i:	1 7 5 7	AXBZ	TURI	8	8.T.C 8.U.V 8.R.C 8.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1092	60	rájju	rosi	ɹɔsi	Assamese	ɹ ɔ s i	5 7 3 7	AXBZ	RUSI	1	1.R.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1093	60	rájju	dôṛi	ɖôɾi	Bengali	ɖ ô ɾ i	1 7 5 7	AXBZ	TURI	2	2.T.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1094	60	rájju	rôsi,	ôɾsi	Oriya	ô ɾ s i	7 5 3 7	XMBZ	URSI	11	11.U.V 11.R.c 11.S.C 11.I.V	1.5 1.1 1.75 0.8	0	335	rájju:335
1095	60	rájju	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	335	rájju:335
1096	60	rájju	kaᵐbaya	kɑᵐbaya:	Sinhalese	k ɑᵐ b aya:	1 7 1 7	AXBZ	KAPA	17	17.K.C 17.A.V 17.P.C 17.A.V	2.0 1.5 1.75 0.8	0	336	rájju:336
1097	60	rájju	rōnu	ɾo:nu	Dhivehi	ɾ o: n u	5 7 4 7	AXBZ	RUNY	4	4.R.C 4.U.V 4.N.C 4.Y.V	2.0 1.5 1.75 0.8	0	335	rájju:335
1098	60	rájju	śelo	śelo	Romani	ś e l o	3 7 5 7	AXBZ	SELU	14	14.S.C 14.E.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	335	rájju:335
#
3169	176	rā́tri,	rā́tri,	ɾɑːtɾiː	Sanskrit	ɾ ɑː t ɾ iː	5 7 1 5 7	AXBCZ	RATRI	15	15.R.C 15.A.V 15.T.C 15.R.C 15.I.V	2.0 1.5 1.75 1.5 0.8	0	337	rā́tri,:337
3170	176	rā́tri,	ratti	ˈrɑtːi	Pali	ˈr ɑ tː i	5 7 1 7	AXBZ	RATI	12	12.R.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	0	337	rā́tri,:337
3171	176	rā́tri,	rāt	ɾɑːt	Hindi	ɾ ɑː t	5 7 1	AXN	RAT	6	6.R.C 6.A.V 6.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3172	176	rā́tri,	rāt	ɾɑːt	Urdu	ɾ ɑː t	5 7 1	AXN	RAT	18	18.R.C 18.A.V 18.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3173	176	rā́tri,	rāt,	ɾɑːt	Nepali	ɾ ɑː t	5 7 1	AXN	RAT	10	10.R.C 10.A.V 10.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3174	176	rā́tri,	rāt	ɾɑːt	Bhojpuri	ɾ ɑː t	5 7 1	AXN	RAT	3	3.R.C 3.A.V 3.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3175	176	rā́tri,	rāt,	ɾaːt	Punjabi	ɾ aː t	5 7 1	AXN	RAT	13	13.R.C 13.A.V 13.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3176	176	rā́tri,	rāti	ɾɑːt	Sindhi	ɾ ɑː t	5 7 1	AXN	RAT	16	16.R.C 16.A.V 16.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3177	176	rā́tri,	rāt	räːt	Gujarati	r äː t	5 7 1	AXN	RAT	5	5.R.C 5.A.V 5.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3178	176	rā́tri,	rātra	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	338	rā́tri,:338
3179	176	rā́tri,	rāt	ɾɑːt	Konkani	ɾ ɑː t	5 7 1	AXN	RAT	8	8.R.C 8.A.V 8.T.c	2.0 1.5 0.8	0	337	rā́tri,:337
3180	176	rā́tri,	rati	ɹati	Assamese	ɹ a t i	5 7 1 7	AXBZ	RATI	1	1.R.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	337	rā́tri,:337
3181	176	rā́tri,	ratri,	None	Bengali	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	0	338	rā́tri,:338
3182	176	rā́tri,	rati,	ɾati	Oriya	ɾ a t i	5 7 1 7	AXBZ	RATI	11	11.R.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.75 0.8	0	337	rā́tri,:337
3183	176	rā́tri,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	338	rā́tri,:338
3184	176	rā́tri,	rǣ	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	338	rā́tri,:338
3185	176	rā́tri,	rēgaⁿḍu	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	338	rā́tri,:338
3186	176	rā́tri,	rat	ɹæt	Romani	ɹ æ t	5 7 1	AXN	RET	14	14.R.C 14.E.V 14.T.c	2.0 1.5 0.8	1	337	rā́tri,:337
#
3637	202	sahá	sahá	sɐɦɐ	Sanskrit	s ɐ ɦ ɐ	3 7 3 7	AXBZ	SEHE	15	15.S.C 15.E.V 15.H.C 15.E.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3638	202	sahá	saha	ˈsɑhɑ	Pali	ˈs ɑ h ɑ	3 7 3 7	AXBZ	SAHA	12	12.S.C 12.A.V 12.H.C 12.A.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3639	202	sahá	ke	keːsɑːtʰ	Hindi	k eː s ɑː tʰ	1 7 3 7 1	AXBYN	KESAT	6	6.K.C 6.E.V 6.S.C 6.A.V 6.T.c	2.0 1.5 1.75 1.3 0.8	0	339	sahá:339
3640	202	sahá	ke	None	Urdu	N o n e	0 7 4 7	AXBZ	0UNE	18	18.0.C 18.U.V 18.N.C 18.E.V	2.0 1.5 1.75 0.8	1	342	sahá:342
3641	202	sahá	saṅga	sʌŋɡʌ	Nepali	s ʌ ŋ ɡ ʌ	3 7 4 1 7	AXMBZ	SENKE	10	10.S.C 10.E.V 10.N.c 10.K.C 10.E.V	2.0 1.5 1.1 1.75 0.8	0	339	sahá:339
3642	202	sahá	ke	ke	Bhojpuri	k e	1 7	AX	KE	3	3.K.C 3.E.V	2.0 1.5	0	339	sahá:339
3643	202	sahá	nāl	naːlɪ	Punjabi	n aː l ɪ	4 7 5 7	AXBZ	NALI	13	13.N.C 13.A.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3644	202	sahá	sā̃,	sā̃:	Sindhi	s ā̃:	3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	0	339	sahá:339
3645	202	sahá	sāthe	sɑːtʰe	Gujarati	s ɑː tʰ e	3 7 1 7	AXBZ	SATE	5	5.S.C 5.A.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3646	202	sahá	barobar,	bəɾobəɾ	Marathi	b ə ɾ o b ə ɾ	1 7 5 7 1 7 5	AXBYBYN	PERUPER	9	9.P.C 9.E.V 9.R.C 9.U.V 9.P.C 9.E.V 9.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	1	341	sahá:341
3647	202	sahá	lāgī̃	laːgī̃	Konkani	l aː g ī̃	5 7 1 7	AXBZ	LAKI	8	8.L.C 8.A.V 8.K.C 8.I.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3648	202	sahá	(-r)	xoɪtɛ	Assamese	x oɪ t ɛ	3 7 1 7	AXBZ	GUTE	1	1.G.C 1.U.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3649	202	sahá	-rô	xoɪtɛɔ	Bengali	x oɪ t ɛɔ	3 7 1 7	AXBZ	GUTE	2	2.G.C 2.U.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	339	sahá:339
3650	202	sahá	saṅge	sɑːṅge	Oriya	s ɑː ṅ g e	3 7 0 1 7	AXBCZ	SA0KE	11	11.S.C 11.A.V 11.0.C 11.K.C 11.E.V	2.0 1.5 1.75 1.5 0.8	0	339	sahá:339
3651	202	sahá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	340	sahá:340
3652	202	sahá	samaga	səməgə	Sinhalese	s ə m ə g ə	3 7 4 7 1 7	AXBYBZ	SEMEKE	17	17.S.C 17.E.V 17.M.C 17.E.V 17.K.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	339	sahá:339
3653	202	sahá	ekuga	ekuga	Dhivehi	e k u g a	7 1 7 1 7	XBYBZ	EKYKA	4	4.E.V 4.K.C 4.Y.V 4.K.C 4.A.V	1.5 1.75 1.3 1.75 0.8	0	339	sahá:339
3654	202	sahá	-ça	ɕə	Romani	ɕ ə	3 7	AX	SE	14	14.S.C 14.E.V	2.0 1.5	0	339	sahá:339
#
2755	153	samudrá	samudrá	səmʊdɾᵊ	Sanskrit	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	15	15.S.C 15.E.V 15.M.C 15.Y.V 15.T.C 15.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	343	samudrá:343
2756	153	samudrá	samudda	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	347	samudrá:347
2757	153	samudrá	samandar	səmˈənˈdər	Hindi	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	6	6.S.C 6.E.V 6.M.C 6.E.V 6.N.c 6.T.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	343	samudrá:343
2758	153	samudrá	samundar	səmˈənˈdər	Urdu	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	18	18.S.C 18.E.V 18.M.C 18.E.V 18.N.c 18.T.C 18.E.V 18.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	343	samudrá:343
2759	153	samudrá	samundra	səmʊdɾᵊ	Nepali	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	10	10.S.C 10.E.V 10.M.C 10.Y.V 10.T.C 10.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	343	samudrá:343
2760	153	samudrá	samundar	səmˈənˈdər	Bhojpuri	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	3	3.S.C 3.E.V 3.M.C 3.E.V 3.N.c 3.T.C 3.E.V 3.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	343	samudrá:343
2761	153	samudrá	samundar	səmˈənˈdər	Punjabi	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	13	13.S.C 13.E.V 13.M.C 13.E.V 13.N.c 13.T.C 13.E.V 13.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	343	samudrá:343
2762	153	samudrá	samundu	səmˈənˈdu	Sindhi	s ə m ˈə n ˈd u	3 7 4 7 4 1 7	AXBYMBZ	SEMENTY	16	16.S.C 16.E.V 16.M.C 16.E.V 16.N.c 16.T.C 16.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	343	samudrá:343
2763	153	samudrá	dariyo	darijo	Gujarati	d a r i j o	1 7 5 7 6 7	AXBYBZ	TARIJU	5	5.T.C 5.A.V 5.R.C 5.I.V 5.J.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	345	samudrá:345
2764	153	samudrá	samudra	səmʊdɾᵊ	Marathi	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	9	9.S.C 9.E.V 9.M.C 9.Y.V 9.T.C 9.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	343	samudrá:343
2765	153	samudrá	daryā,	dəɾja	Konkani	d ə ɾ j a	1 7 5 6 7	AXBCZ	TERJA	8	8.T.C 8.E.V 8.R.C 8.J.C 8.A.V	2.0 1.5 1.75 1.5 0.8	0	345	samudrá:345
2766	153	samudrá	xagor	xaɡɔɹ	Assamese	x a ɡ ɔ ɹ	3 7 1 7 5	AXBYN	GAKUR	1	1.G.C 1.A.V 1.K.C 1.U.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	343	samudrá:343
2767	153	samudrá	śômudr	ʃɔmudɾo	Bengali	ʃ ɔ m u d ɾ o	3 7 4 7 1 5 7	AXBYBCZ	SUMYTRU	2	2.S.C 2.U.V 2.M.C 2.Y.V 2.T.C 2.R.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	343	samudrá:343
2768	153	samudrá	sômudrô	sɔmudɾɔ	Oriya	s ɔ m u d ɾ ɔ	3 7 4 7 1 5 7	AXBYBCZ	SUMYTRU	11	11.S.C 11.U.V 11.M.C 11.Y.V 11.T.C 11.R.C 11.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	343	samudrá:343
2769	153	samudrá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	346	samudrá:346
2770	153	samudrá	muhudu,	muʱudu	Sinhalese	m uʱu d u	4 7 1 7	AXBZ	MYTY	17	17.M.C 17.Y.V 17.T.C 17.Y.V	2.0 1.5 1.75 0.8	0	343	samudrá:343
2771	153	samudrá	kanzu	kanzu	Dhivehi	k a n z u	1 7 4 3 7	AXMBZ	KANSY	4	4.K.C 4.A.V 4.N.c 4.S.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	0	344	samudrá:344
2772	153	samudrá	marja	ˈmɑrjɑ	Romani	ˈm ɑ r j ɑ	4 7 5 6 7	AXBCZ	MARJA	14	14.M.C 14.A.V 14.R.C 14.J.C 14.A.V	2.0 1.5 1.75 1.5 0.8	0	343	samudrá:343
#
865	48	sarpá	sarpá	səɾp	Sanskrit	s ə ɾ p	3 7 5 1	AXLN	SERP	15	15.S.C 15.E.V 15.R.c 15.P.c	2.0 1.5 1.1 0.8	0	348	sarpá:348
