# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	UPGMAID
60	3	idám	ih	ɪɦ	Bhojpuri	2112	ɪ ɦ	7 3	XN	IH	3	3.I.V 3.H.c	1.5 0.8	0	246
61	3	idám	iha	eː	Punjabi	86	eː	7	X	E	13	13.E.V	1.5	0	248
62	3	idám	hī*,	hija	Sindhi	86	h i j a	3 7 6 7	AXBZ	HIJA	16	16.H.C 16.I.V 16.J.C 16.A.V	2.0 1.5 1.75 0.8	0	259
63	3	idám	ā	ɑː	Gujarati	86	ɑː	7	X	A	5	5.A.V	1.5	0	248
64	3	idám	hā*,	ha	Marathi	86	h a	3 7	AX	HA	9	9.H.C 9.A.V	2.0 1.5	0	252
65	3	idám	vho,	vʱo	Konkani	86	vʱ o	3 7	AX	BU	8	8.B.C 8.U.V	2.0 1.5	0	251
66	3	idám	ei	ɛi	Assamese	86	ɛi	7	X	E	1	1.E.V	1.5	0	244
67	3	idám	e	ɛ	Bengali	86	ɛ	7	X	E	2	2.E.V	1.5	0	244
68	3	idám	eha	eha	Oriya	86	e h a	7 3 7	XBZ	EHA	11	11.E.V 11.H.C 11.A.V	1.5 1.75 0.8	0	252
69	3	idám	yi	ji	Kashmiri	2116	j i	6 7	AX	JI	7	7.J.C 7.I.V	2.0 1.5	0	250
70	3	idám	mē*	ɛme:	Sinhalese	86	ɛ m e:	7 4 7	XBZ	EME	17	17.E.V 17.M.C 17.E.V	1.5 1.75 0.8	0	247
71	3	idám	mi	mi	Dhivehi	86	m i	4 7	AX	MI	4	4.M.C 4.I.V	2.0 1.5	0	247
72	3	idám	kado	kaːˈdoː	Romani	86	k aː ˈd oː	1 7 1 7	AXBZ	KATU	14	14.K.C 14.A.V 14.T.C 14.U.V	2.0 1.5 1.75 0.8	0	257
#
954	53	jalá,	jalá,	dʒəl	Sanskrit	2271	d ʒ ə l	1 3 7 5	ACXN	TSEL	15	15.T.C 15.S.C 15.E.V 15.L.c	2.0 1.5 1.5 0.8	0	274
955	53	jalá,	jala,	ˈjala	Pali	2274	ˈj a l a	6 7 5 7	AXBZ	JALA	12	12.J.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.75 0.8	0	271
956	53	jalá,	pānī	pɑːniː	Hindi	94	p ɑː n iː	1 7 4 7	AXBZ	PANI	6	6.P.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	0	261
957	53	jalá,	pānī	päːɳiː	Urdu	94	p äː ɳ iː	1 7 4 7	AXBZ	PANI	18	18.P.C 18.A.V 18.N.C 18.I.V	2.0 1.5 1.75 0.8	0	261
958	53	jalá,	pānī	pɑːniː	Nepali	94	p ɑː n iː	1 7 4 7	AXBZ	PANI	10	10.P.C 10.A.V 10.N.C 10.I.V	2.0 1.5 1.75 0.8	0	261
959	53	jalá,	pānī	pɑːniː	Bhojpuri	2271	p ɑː n iː	1 7 4 7	AXBZ	PANI	3	3.P.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	0	261
960	53	jalá,	pāṇī	pɑːɳiː	Punjabi	94	p ɑː ɳ iː	1 7 4 7	AXBZ	PANI	13	13.P.C 13.A.V 13.N.C 13.I.V	2.0 1.5 1.75 0.8	0	261
961	53	jalá,	pānī	None	Sindhi	94	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	0	275
962	53	jalá,	pāṇī	ˈpɑɳi	Gujarati	94	ˈp ɑ ɳ i	1 7 4 7	AXBZ	PANI	5	5.P.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	0	261
963	53	jalá,	pāṇī	pɑɳi	Marathi	94	p ɑ ɳ i	1 7 4 7	AXBZ	PANI	9	9.P.C 9.A.V 9.N.C 9.I.V	2.0 1.5 1.75 0.8	0	261
964	53	jalá,	udak,	ʊdək	Konkani	-12	ʊ d ə k	7 1 7 1	XBYN	YTEK	8	8.Y.V 8.T.C 8.E.V 8.K.c	1.5 1.75 1.3 0.8	0	267
965	53	jalá,	pani	pani	Assamese	94	p a n i	1 7 4 7	AXBZ	PANI	1	1.P.C 1.A.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	261
966	53	jalá,	pani,	ˈpɑːniː	Bengali	319	ˈp ɑː n iː	1 7 4 7	AXBZ	PANI	2	2.P.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	0	261
967	53	jalá,	paṇi	paṇi	Oriya	94	p a ṇ i	1 7 4 7	AXBZ	PANI	11	11.P.C 11.A.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	0	261
968	53	jalá,	None	None	Kashmiri	2271	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	266
969	53	jalá,	watura	watura	Sinhalese	94	w a t u r a	6 7 1 7 5 7	AXBYBZ	WATYRA	17	17.W.C 17.A.V 17.T.C 17.Y.V 17.R.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	276
970	53	jalá,	fen̊	feŋ	Dhivehi	94	f e ŋ	3 7 4	AXN	BEN	4	4.B.C 4.E.V 4.N.c	2.0 1.5 0.8	0	263
971	53	jalá,	pani	ˈpʰaːniː	Romani	94	ˈpʰ aː n iː	1 7 4 7	AXBZ	PANI	14	14.P.C 14.A.V 14.N.C 14.I.V	2.0 1.5 1.75 0.8	0	261
#
738	41	jihvā́	jihvā́	dʑiɦʋɑː	Sanskrit	2168	d ʑ i ɦ ʋ ɑː	1 3 7 3 6 7	ACXBCZ	TSIHWA	15	15.T.C 15.S.C 15.I.V 15.H.C 15.W.C 15.A.V	2.0 1.5 1.5 1.75 1.5 0.8	0	288
739	41	jihvā́	jivhā	dʑiɦʋɑː	Pali	2171	d ʑ i ɦ ʋ ɑː	1 3 7 3 6 7	ACXBCZ	TSIHWA	12	12.T.C 12.S.C 12.I.V 12.H.C 12.W.C 12.A.V	2.0 1.5 1.5 1.75 1.5 0.8	0	288
740	41	jihvā́	jībh	dʒiːbʱ	Hindi	88	d ʒ iː bʱ	1 3 7 1	ACXN	TSIP	6	6.T.C 6.S.C 6.I.V 6.P.c	2.0 1.5 1.5 0.8	0	278
741	41	jihvā́	zabān,	zabɑːn	Urdu	88	z a b ɑː n	3 7 1 7 4	AXBYN	SAPAN	18	18.S.C 18.A.V 18.P.C 18.A.V 18.N.c	2.0 1.5 1.75 1.3 0.8	0	277
742	41	jihvā́	jibro	dzibro	Nepali	88	d z i b r o	1 3 7 1 5 7	ACXBCZ	TSIPRU	10	10.T.C 10.S.C 10.I.V 10.P.C 10.R.C 10.U.V	2.0 1.5 1.5 1.75 1.5 0.8	0	278
743	41	jihvā́	jībh	dʒiːbʱ	Bhojpuri	2168	d ʒ iː bʱ	1 3 7 1	ACXN	TSIP	3	3.T.C 3.S.C 3.I.V 3.P.c	2.0 1.5 1.5 0.8	0	278
744	41	jihvā́	jībh	dʒiːbʱ	Punjabi	88	d ʒ iː bʱ	1 3 7 1	ACXN	TSIP	13	13.T.C 13.S.C 13.I.V 13.P.c	2.0 1.5 1.5 0.8	0	278
745	41	jihvā́	zabāna	zabɑːn	Sindhi	88	z a b ɑː n	3 7 1 7 4	AXBYN	SAPAN	16	16.S.C 16.A.V 16.P.C 16.A.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	277
746	41	jihvā́	jībh	dʒibʱ	Gujarati	88	d ʒ i bʱ	1 3 7 1	ACXN	TSIP	5	5.T.C 5.S.C 5.I.V 5.P.c	2.0 1.5 1.5 0.8	0	278
747	41	jihvā́	jībh	dʒiːbʱ	Marathi	88	d ʒ iː bʱ	1 3 7 1	ACXN	TSIP	9	9.T.C 9.S.C 9.I.V 9.P.c	2.0 1.5 1.5 0.8	0	278
748	41	jihvā́	jibli,	dʒiːbʱli	Konkani	88	d ʒ iː bʱ l i	1 3 7 1 5 7	ACXBCZ	TSIPLI	8	8.T.C 8.S.C 8.I.V 8.P.C 8.L.C 8.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	278
749	41	jihvā́	zibha	zibʱa	Assamese	88	z i bʱ a	3 7 1 7	AXBZ	SIPA	1	1.S.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	0	277
750	41	jihvā́	jibh,	dʒibʱ	Bengali	88	d ʒ i bʱ	1 3 7 1	ACXN	TSIP	2	2.T.C 2.S.C 2.I.V 2.P.c	2.0 1.5 1.5 0.8	0	278
751	41	jihvā́	jibhô	dʒibʱɔ	Oriya	88	d ʒ i bʱ ɔ	1 3 7 1 7	ACXBZ	TSIPU	11	11.T.C 11.S.C 11.I.V 11.P.C 11.U.V	2.0 1.5 1.5 1.75 0.8	0	278
752	41	jihvā́	None	None	Kashmiri	2168	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	283
753	41	jihvā́	diwa	ˈdiwə	Sinhalese	88	ˈd i w ə	1 7 6 7	AXBZ	TIWE	17	17.T.C 17.I.V 17.W.C 17.E.V	2.0 1.5 1.75 0.8	0	293
754	41	jihvā́	dū	duː	Dhivehi	88	d uː	1 7	AX	TY	4	4.T.C 4.Y.V	2.0 1.5	0	280
755	41	jihvā́	ćhib	tʃʰip	Romani	88	t ʃʰ i p	1 3 7 1	ACXN	TSIP	14	14.T.C 14.S.C 14.I.V 14.P.c	2.0 1.5 1.5 0.8	0	278
#
774	43	jā́nu	jā́nu	dzänu	Sanskrit	1038	d z ä n u	1 3 7 4 7	ACXBZ	TSANY	15	15.T.C 15.S.C 15.A.V 15.N.C 15.Y.V	2.0 1.5 1.5 1.75 0.8	0	305
775	43	jā́nu	jānu	dzänu	Pali	1046	d z ä n u	1 3 7 4 7	ACXBZ	TSANY	12	12.T.C 12.S.C 12.A.V 12.N.C 12.Y.V	2.0 1.5 1.5 1.75 0.8	0	305
776	43	jā́nu	ghuṭnā	ɡʱʊʈnɑː	Hindi	43	ɡʱ ʊ ʈ n ɑː	1 7 1 4 7	AXBCZ	KYTNA	6	6.K.C 6.Y.V 6.T.C 6.N.C 6.A.V	2.0 1.5 1.75 1.5 0.8	0	298
777	43	jā́nu	ghuṭnā	ɡʱʊʈnɑː	Urdu	43	ɡʱ ʊ ʈ n ɑː	1 7 1 4 7	AXBCZ	KYTNA	18	18.K.C 18.Y.V 18.T.C 18.N.C 18.A.V	2.0 1.5 1.75 1.5 0.8	0	298
778	43	jā́nu	ghũḍā	ɡʱʊɖaː	Nepali	43	ɡʱ ʊ ɖ aː	1 7 1 7	AXBZ	KYTA	10	10.K.C 10.Y.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	0	298
779	43	jā́nu	ṭhehunā	ʈʱeʱunaː	Bhojpuri	1039	ʈʱ eʱu n aː	1 7 4 7	AXBZ	TENA	3	3.T.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	0	296
780	43	jā́nu	goḍe	goᶑe	Punjabi	122	g o ᶑ e	1 7 0 7	AXBZ	KU0E	13	13.K.C 13.U.V 13.0.C 13.E.V	2.0 1.5 1.75 0.8	0	297
781	43	jā́nu	goᶑo	goᶑe	Sindhi	122	g o ᶑ e	1 7 0 7	AXBZ	KU0E	16	16.K.C 16.U.V 16.0.C 16.E.V	2.0 1.5 1.75 0.8	0	297
782	43	jā́nu	ghū̃ṭaṇ	ɡʱʊʈɑːn	Gujarati	122	ɡʱ ʊ ʈ ɑː n	1 7 1 7 4	AXBYN	KYTAN	5	5.K.C 5.Y.V 5.T.C 5.A.V 5.N.c	2.0 1.5 1.75 1.3 0.8	0	298
783	43	jā́nu	guḍghā	ɡʱʊᶑɡɡʱɑː	Marathi	122	ɡʱ ʊ ᶑ ɡ ɡʱ ɑː	1 7 0 1 1 7	AXBCBZ	KY0KKA	9	9.K.C 9.Y.V 9.0.C 9.K.C 9.K.C 9.A.V	2.0 1.5 1.75 1.5 1.75 0.8	0	302
784	43	jā́nu	dopor	ˈdoʊpər	Konkani	613	ˈd oʊ p ə r	1 7 1 7 5	AXBYN	TUPER	8	8.T.C 8.U.V 8.P.C 8.E.V 8.R.c	2.0 1.5 1.75 1.3 0.8	0	301
785	43	jā́nu	ãthu	ãtʰu	Assamese	225	ã tʰ u	7 1 7	XBZ	ATY	1	1.A.V 1.T.C 1.Y.V	1.5 1.75 0.8	0	294
786	43	jā́nu	hãṭu	ˈɦaʈu	Bengali	225	ˈɦ a ʈ u	3 7 1 7	AXBZ	HATY	2	2.H.C 2.A.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	0	294
787	43	jā́nu	aṇṭhu	aɳʈʰu	Oriya	225	a ɳ ʈʰ u	7 4 1 7	XMBZ	ANTY	11	11.A.V 11.N.c 11.T.C 11.Y.V	1.5 1.1 1.75 0.8	0	294
788	43	jā́nu	None	None	Kashmiri	1038	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	300
789	43	jā́nu	dana	kaku	Sinhalese	144	k a k u	1 7 1 7	AXBZ	KAKY	17	17.K.C 17.A.V 17.K.C 17.Y.V	2.0 1.5 1.75 0.8	0	297
790	43	jā́nu	kakū	kakuː	Dhivehi	538	k a k uː	1 7 1 7	AXBZ	KAKY	4	4.K.C 4.A.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0	297
791	43	jā́nu	chang	tɕãɴ	Romani	587	t ɕ ã ɴ	1 3 7 4	ACXN	TSAN	14	14.T.C 14.S.C 14.A.V 14.N.c	2.0 1.5 1.5 0.8	0	305
#
91	5	ká	ká	kə	Sanskrit	2358	k ə	1 7	AX	KE	15	15.K.C 15.E.V	2.0 1.5	0	307
92	5	ká	ka	kɑː	Pali	2358	k ɑː	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	0	307
93	5	ká	kaun	kɔːn	Hindi	99	k ɔː n	1 7 4	AXN	KUN	6	6.K.C 6.U.V 6.N.c	2.0 1.5 0.8	0	306
94	5	ká	kaun	kʰuːn	Urdu	99	kʰ uː n	1 7 4	AXN	KYN	18	18.K.C 18.Y.V 18.N.c	2.0 1.5 0.8	0	306
95	5	ká	ko	ko	Nepali	99	k o	1 7	AX	KU	10	10.K.C 10.U.V	2.0 1.5	0	307
96	5	ká	kavan,	None	Bhojpuri	2358	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	0	308
97	5	ká	kauṇ	kɔːɳə	Punjabi	99	k ɔː ɳ ə	1 7 4 7	AXBZ	KUNE	13	13.K.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	0	318
98	5	ká	ker	kɜr	Sindhi	99	k ɜ r	1 7 5	AXN	KER	16	16.K.C 16.E.V 16.R.c	2.0 1.5 0.8	0	307
99	5	ká	koṇ	koʊṇ	Gujarati	99	k oʊ ṇ	1 7 4	AXN	KUN	5	5.K.C 5.U.V 5.N.c	2.0 1.5 0.8	0	306
100	5	ká	koṇ	koːɳ	Marathi	99	k oː ɳ	1 7 4	AXN	KUN	9	9.K.C 9.U.V 9.N.c	2.0 1.5 0.8	0	306
101	5	ká	koṇ	koːɳ	Konkani	99	k oː ɳ	1 7 4	AXN	KUN	8	8.K.C 8.U.V 8.N.c	2.0 1.5 0.8	0	306
102	5	ká	kün	kʊn	Assamese	99	k ʊ n	1 7 4	AXN	KYN	1	1.K.C 1.Y.V 1.N.c	2.0 1.5 0.8	0	306
103	5	ká	ke	ke	Bengali	99	k e	1 7	AX	KE	2	2.K.C 2.E.V	2.0 1.5	0	307
104	5	ká	kie	kie	Oriya	99	k ie	1 7	AX	KI	11	11.K.C 11.I.V	2.0 1.5	0	307
105	5	ká	None	None	Kashmiri	2363	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	0	312
106	5	ká	kawuru	None	Sinhalese	99	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	0	318
107	5	ká	kāku	kəːku	Dhivehi	99	k əː k u	1 7 1 7	AXBZ	KEKY	4	4.K.C 4.E.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0	309
108	5	ká	kon	kɔn	Romani	99	k ɔ n	1 7 4	AXN	KUN	14	14.K.C 14.U.V 14.N.c	2.0 1.5 0.8	0	306
#
666	37	kárṇa	kárṇa	kəɾɳ	Sanskrit	470	k ə ɾ ɳ	1 7 5 4	AXLN	KERN	15	15.K.C 15.E.V 15.R.c 15.N.c	2.0 1.5 1.1 0.8	0	319
667	37	kárṇa	kaṇṇa	None	Pali	474	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	330
668	37	kárṇa	kān	kɑːn	Hindi	21	k ɑː n	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	0	319
669	37	kárṇa	kān	kɑːn	Urdu	21	k ɑː n	1 7 4	AXN	KAN	18	18.K.C 18.A.V 18.N.c	2.0 1.5 0.8	0	319
670	37	kárṇa	kān	kɑːn	Nepali	21	k ɑː n	1 7 4	AXN	KAN	10	10.K.C 10.A.V 10.N.c	2.0 1.5 0.8	0	319
671	37	kárṇa	kān	kɑːn	Bhojpuri	470	k ɑː n	1 7 4	AXN	KAN	3	3.K.C 3.A.V 3.N.c	2.0 1.5 0.8	0	319
672	37	kárṇa	kann	kənː	Punjabi	21	k ə nː	1 7 4	AXN	KEN	13	13.K.C 13.E.V 13.N.c	2.0 1.5 0.8	0	319
673	37	kárṇa	kana	kɑːnɑ	Sindhi	21	k ɑː n ɑ	1 7 4 7	AXBZ	KANA	16	16.K.C 16.A.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	0	319
674	37	kárṇa	kān	kɑːn	Gujarati	21	k ɑː n	1 7 4	AXN	KAN	5	5.K.C 5.A.V 5.N.c	2.0 1.5 0.8	0	319
675	37	kárṇa	kān	kɑːn	Marathi	21	k ɑː n	1 7 4	AXN	KAN	9	9.K.C 9.A.V 9.N.c	2.0 1.5 0.8	0	319
676	37	kárṇa	kān	kɑːn	Konkani	21	k ɑː n	1 7 4	AXN	KAN	8	8.K.C 8.A.V 8.N.c	2.0 1.5 0.8	0	319
677	37	kárṇa	kan	kɑn	Assamese	21	k ɑ n	1 7 4	AXN	KAN	1	1.K.C 1.A.V 1.N.c	2.0 1.5 0.8	0	319
678	37	kárṇa	kan	kɑn	Bengali	21	k ɑ n	1 7 4	AXN	KAN	2	2.K.C 2.A.V 2.N.c	2.0 1.5 0.8	0	319
679	37	kárṇa	kanô	kanɔ	Oriya	21	k a n ɔ	1 7 4 7	AXBZ	KANU	11	11.K.C 11.A.V 11.N.C 11.U.V	2.0 1.5 1.75 0.8	0	319
680	37	kárṇa	None	None	Kashmiri	470	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	325
681	37	kárṇa	kana	kana	Sinhalese	21	k a n a	1 7 4 7	AXBZ	KANA	17	17.K.C 17.A.V 17.N.C 17.A.V	2.0 1.5 1.75 0.8	0	319
682	37	kárṇa	kan̊fat̊	kan̊fat̊	Dhivehi	21	k a n̊ f a t̊	1 7 4 3 7 1	AXMBYN	KANBAT	4	4.K.C 4.A.V 4.N.c 4.B.C 4.A.V 4.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	322
683	37	kárṇa	kan	kan	Romani	21	k a n	1 7 4	AXN	KAN	14	14.K.C 14.A.V 14.N.c	2.0 1.5 0.8	0	319
#
630	35	kéśa	kéśa	kɐjɕɐ	Sanskrit	836	k ɐ j ɕ ɐ	1 7 6 3 7	AXMBZ	KEJSE	15	15.K.C 15.E.V 15.J.c 15.S.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	345
631	35	kéśa	kesa	ˈkɛsa	Pali	836	ˈk ɛ s a	1 7 3 7	AXBZ	KESA	12	12.K.C 12.E.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	0	338
632	35	kéśa	bāl	bɑːl	Hindi	36	b ɑː l	1 7 5	AXN	PAL	6	6.P.C 6.A.V 6.L.c	2.0 1.5 0.8	0	336
633	35	kéśa	bāl	baːla	Urdu	36	b aː l a	1 7 5 7	AXBZ	PALA	18	18.P.C 18.A.V 18.L.C 18.A.V	2.0 1.5 1.75 0.8	0	336
634	35	kéśa	kapāl,	kəpɑːl	Nepali	36	k ə p ɑː l	1 7 1 7 5	AXBYN	KEPAL	10	10.K.C 10.E.V 10.P.C 10.A.V 10.L.c	2.0 1.5 1.75 1.3 0.8	0	340
635	35	kéśa	bār,	bɑːɾ	Bhojpuri	830	b ɑː ɾ	1 7 5	AXN	PAR	3	3.P.C 3.A.V 3.R.c	2.0 1.5 0.8	0	333
636	35	kéśa	vāl	ʋɑːl	Punjabi	36	ʋ ɑː l	6 7 5	AXN	WAL	13	13.W.C 13.A.V 13.L.c	2.0 1.5 0.8	0	343
637	35	kéśa	vāra	ʋɑːɾ	Sindhi	36	ʋ ɑː ɾ	6 7 5	AXN	WAR	16	16.W.C 16.A.V 16.R.c	2.0 1.5 0.8	0	346
638	35	kéśa	vāḷ	None	Gujarati	36	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	335
639	35	kéśa	kes	kɛːs	Marathi	185	k ɛː s	1 7 3	AXN	KES	9	9.K.C 9.E.V 9.S.c	2.0 1.5 0.8	0	338
640	35	kéśa	kes	kɛːs	Konkani	185	k ɛː s	1 7 3	AXN	KES	8	8.K.C 8.E.V 8.S.c	2.0 1.5 0.8	0	338
641	35	kéśa	suli	suli	Assamese	308	s u l i	3 7 5 7	AXBZ	SYLI	1	1.S.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	331
642	35	kéśa	cul	tʃul	Bengali	308	t ʃ u l	1 3 7 5	ACXN	TSYL	2	2.T.C 2.S.C 2.Y.V 2.L.c	2.0 1.5 1.5 0.8	0	331
643	35	kéśa	baḷô,	None	Oriya	308	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	0	341
644	35	kéśa	None	None	Kashmiri	835	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	337
645	35	kéśa	kes,	ˈkɛs	Sinhalese	185	ˈk ɛ s	1 7 3	AXN	KES	17	17.K.C 17.E.V 17.S.c	2.0 1.5 0.8	0	338
646	35	kéśa	istaṣi	istaṣaɪ	Dhivehi	535	i s t a ṣ aɪ	7 3 1 7 3 7	XMBYBZ	ISTASA	4	4.I.V 4.S.c 4.T.C 4.A.V 4.S.C 4.A.V	1.5 1.1 1.75 1.3 1.75 0.8	0	334
647	35	kéśa	bal	bal	Romani	36	b a l	1 7 5	AXN	PAL	14	14.P.C 14.A.V 14.L.c	2.0 1.5 0.8	0	333
#
109	6	kím	kím	kím	Sanskrit	2307	k í m	1 7 4	AXN	KIM	15	15.K.C 15.I.V 15.M.c	2.0 1.5 0.8	0	361
110	6	kím	ka,	kɑː	Pali	2315	k ɑː	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	1	352
111	6	kím	kyā	kjɑː	Hindi	96	k j ɑː	1 6 7	ACX	KJA	6	6.K.C 6.J.C 6.A.V	2.0 1.5 1.5	0	352
112	6	kím	kyā	kjɑː	Urdu	96	k j ɑː	1 6 7	ACX	KJA	18	18.K.C 18.J.C 18.A.V	2.0 1.5 1.5	0	352
113	6	kím	ke	keː	Nepali	96	k eː	1 7	AX	KE	10	10.K.C 10.E.V	2.0 1.5	0	352
114	6	kím	kā	kɑː	Bhojpuri	2307	k ɑː	1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	0	352
115	6	kím	kī	keɪi:	Punjabi	96	k eɪi:	1 7	AX	KE	13	13.K.C 13.E.V	2.0 1.5	0	352
116	6	kím	chā	chɑː	Sindhi	96	c h ɑː	1 3 7	ACX	CHA	16	16.C.C 16.H.C 16.A.V	2.0 1.5 1.5	0	362
117	6	kím	śũ	śũ	Gujarati	96	ś ũ	3 7	AX	SY	5	5.S.C 5.Y.V	2.0 1.5	0	351
118	6	kím	kāy	kajə	Marathi	96	k a j ə	1 7 6 7	AXBZ	KAJE	9	9.K.C 9.A.V 9.J.C 9.E.V	2.0 1.5 1.75 0.8	0	355
119	6	kím	kidẽ,	kɪdẽ	Konkani	96	k ɪ d ẽ	1 7 1 7	AXBZ	KITE	8	8.K.C 8.I.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	0	354
120	6	kím	ki	ki	Assamese	96	k i	1 7	AX	KI	1	1.K.C 1.I.V	2.0 1.5	0	352
121	6	kím	ki	ki	Bengali	96	k i	1 7	AX	KI	2	2.K.C 2.I.V	2.0 1.5	0	352
122	6	kím	kôṇô	kɔṇɔ	Oriya	96	k ɔ ṇ ɔ	1 7 4 7	AXBZ	KUNU	11	11.K.C 11.U.V 11.N.C 11.U.V	2.0 1.5 1.75 0.8	0	357
123	6	kím	None	None	Kashmiri	2311	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	353
124	6	kím	monawā,	monawɑː	Sinhalese	96	m o n a w ɑː	4 7 4 7 6 7	AXBYBZ	MUNAWA	17	17.M.C 17.U.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	363
125	6	kím	kon̊eccek̊	kon̊eccek̊	Dhivehi	96	k o n̊ e cc e k̊	1 7 4 7 1 7 1	AXBYBYN	KUNECEK	4	4.K.C 4.U.V 4.N.C 4.E.V 4.C.C 4.E.V 4.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	350
126	6	kím	so	səʊ	Romani	96	s əʊ	3 7	AX	SE	14	14.S.C 14.E.V	2.0 1.5	0	351
#
1223	68	kṛṣṇá	kṛṣṇá	kɾɪʂɳ	Sanskrit	197	k ɾ ɪ ʂ ɳ	1 5 7 3 4	ACXBC	KRISN	15	15.K.C 15.R.C 15.I.V 15.S.C 15.N.C	2.0 1.5 1.5 1.75 1.5	0	378
1224	68	kṛṣṇá	kanha	None	Pali	195	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	375
1225	68	kṛṣṇá	kālā	kɑːlɑː	Hindi	9	k ɑː l ɑː	1 7 5 7	AXBZ	KALA	6	6.K.C 6.A.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	0	364
1226	68	kṛṣṇá	siyāh	kɑːlɑ	Urdu	9	k ɑː l ɑ	1 7 5 7	AXBZ	KALA	18	18.K.C 18.A.V 18.L.C 18.A.V	2.0 1.5 1.75 0.8	0	364
1227	68	kṛṣṇá	kālo	kälo	Nepali	9	k ä l o	1 7 5 7	AXBZ	KALU	10	10.K.C 10.A.V 10.L.C 10.U.V	2.0 1.5 1.75 0.8	0	364
1228	68	kṛṣṇá	kariyā	kɑːlɑ	Bhojpuri	187	k ɑː l ɑ	1 7 5 7	AXBZ	KALA	3	3.K.C 3.A.V 3.L.C 3.A.V	2.0 1.5 1.75 0.8	0	364
