#
COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT
65	pī́vas,	pī́vas,	píːʋɐs	Sanskrit
65	pī́vas,	meda	ˈmeða	Pali
65	pī́vas,	carbī	tʃəɾbiː	Hindi
65	pī́vas,	carbī	tʃaɾbiː	Urdu
65	pī́vas,	cillo,	tʃillo	Nepali
65	pī́vas,	carbī	tʃəɾbiː	Bhojpuri
65	pī́vas,	carbī	tʃəɾbiː	Punjabi
65	pī́vas,	carɓī	tʃəɾbiː	Sindhi
65	pī́vas,	carbī	tʃəɾbiː	Gujarati
65	pī́vas,	carbī	tʃəɾbiː	Marathi
65	pī́vas,	vos	vos	Konkani
65	pī́vas,	sorri,	sɔɹbi	Assamese
65	pī́vas,	côrbi	tʃorbi	Bengali
65	pī́vas,	moṭa,	moʈa	Oriya
65	pī́vas,	None	None	Kashmiri
65	pī́vas,	mēda	me:da	Sinhalese
65	pī́vas,	sarubī	sɔɹubi:	Dhivehi
65	pī́vas,	thulo	tʰulo	Romani
66	aṇḍá	aṇḍá	aṇḍā	Sanskrit
66	aṇḍá	aṇḍa	aṇḍā	Pali
66	aṇḍá	aṇḍā	əɳɖɑː	Hindi
66	aṇḍá	anḍā	aṇḍā	Urdu
66	aṇḍá	phul,	pʰul	Nepali
66	aṇḍá	aṇḍā	əɳɖɑː	Bhojpuri
66	aṇḍá	iṅgā	aṇgɑː	Punjabi
66	aṇḍá	āno	a:no	Sindhi
66	aṇḍá	ī̃ḍũ	ī̃ḍũ	Gujarati
66	aṇḍá	aṇḍe	əɳɖe	Marathi
66	aṇḍá	tātī,	tɑːti:	Konkani
66	aṇḍá	koni	kɔni	Assamese
66	aṇḍá	ḍim	dim	Bengali
66	aṇḍá	ôṇḍa	ɔɳɖa	Oriya
66	aṇḍá	None	None	Kashmiri
66	aṇḍá	bittaraya,	bittaraya	Sinhalese
66	aṇḍá	bis	bis	Dhivehi
66	aṇḍá	anro	anro	Romani
67	śṛṅgá	śṛṅgá	ɕrŋɡɐ	Sanskrit
67	śṛṅgá	singa	siŋa	Pali
67	śṛṅgá	sīṅg	siːŋɡ	Hindi
67	śṛṅgá	sīng	siːŋɡ	Urdu
67	śṛṅgá	siṅ,	siŋ	Nepali
67	śṛṅgá	sīṅg	siːŋɡ	Bhojpuri
67	śṛṅgá	siṅg	siŋɡ	Punjabi
67	śṛṅgá	siṅu	siŋu	Sindhi
67	śṛṅgá	śī̃gḍũ	ɕiɡɖũ	Gujarati
67	śṛṅgá	śiṅga	ɕiŋɡə	Marathi
67	śṛṅgá	śīṅga	ɕiŋɡə	Konkani
67	śṛṅgá	xiṅ	xiŋ	Assamese
67	śṛṅgá	śiṅ	xiŋ	Bengali
67	śṛṅgá	śiṅgô	siŋɡɔ	Oriya
67	śṛṅgá	None	None	Kashmiri
67	śṛṅgá	aⁿga	eɪⁿgɑ	Sinhalese
67	śṛṅgá	daḷu	dalu	Dhivehi
67	śṛṅgá	śing	ɕiŋɡ	Romani
68	púccha	púccha	pʊtʃtʃʰ	Sanskrit
68	púccha	puccha	putʃtʃʰ	Pali
68	púccha	pū̃ch	pũːtʃʰ	Hindi
68	púccha	pūnch,	pũːntʃʰ	Urdu
68	púccha	pucchar,	putʃtʃʰr	Nepali
68	púccha	põch	põ:tʃʰ	Bhojpuri
68	púccha	pūch	pū:tʃʰ	Punjabi
68	púccha	puchu	putʃʰu	Sindhi
68	púccha	pū̃chḍī	pū:tʃʰɖi:	Gujarati
68	púccha	śepūṭ,	śepūṭ	Marathi
68	púccha	śempḍī	śempḍī	Konkani
68	púccha	nez	nɛz	Assamese
68	púccha	lej	leʤ	Bengali
68	púccha	lañjô	lɑñʤeɪô	Oriya
68	púccha	None	None	Kashmiri
68	púccha	waligaya	waligaya	Sinhalese
68	púccha	nagū	nagu:	Dhivehi
68	púccha	pori	ˈpori	Romani
69	parṇá	parṇá	pəɾɳ	Sanskrit
69	parṇá	paṇṇa,	pəɳɳ	Pali
69	parṇá	paṅkh	pəŋkʰ	Hindi
69	parṇá	par	puɾ	Urdu
69	parṇá	pwā̃kh	pwɑːkʰ	Nepali
69	parṇá	pā̃kh	pɑːkʰ	Bhojpuri
69	parṇá	pant	pant	Punjabi
69	parṇá	khambhu	kʰɑmbʰu	Sindhi
69	parṇá	pī̃chũ	pi:tʃʰu:	Gujarati
69	parṇá	pīs	pis	Marathi
69	parṇá	pāk	pɑːk	Konkani
69	parṇá	pakhi	pakʰi	Assamese
69	parṇá	pôr	pɔɾ	Bengali
69	parṇá	pôrô	pɔɾɔ	Oriya
69	parṇá	None	None	Kashmiri
69	parṇá	pihāṭu	pihɑːṭu	Sinhalese
69	parṇá	dūnifat̊	diūnifat̊	Dhivehi
69	parṇá	por	pɔɹ	Romani
70	kéśa	kéśa	kɐjɕɐ	Sanskrit
70	kéśa	kesa	ˈkɛsa	Pali
70	kéśa	bāl	bɑːl	Hindi
70	kéśa	bāl	baːla	Urdu
70	kéśa	kapāl,	kəpɑːl	Nepali
70	kéśa	bār,	bɑːɾ	Bhojpuri
70	kéśa	vāl	ʋɑːl	Punjabi
70	kéśa	vāra	ʋɑːɾ	Sindhi
70	kéśa	vāḷ	ʋɑːḷ	Gujarati
70	kéśa	kes	kɛːs	Marathi
70	kéśa	kes	kɛːs	Konkani
70	kéśa	suli	suli	Assamese
70	kéśa	cul	tʃul	Bengali
70	kéśa	baḷô,	bɑḷoʊ	Oriya
70	kéśa	None	None	Kashmiri
70	kéśa	kes,	ˈkɛs	Sinhalese
70	kéśa	istaṣi	istaṣaɪ	Dhivehi
70	kéśa	bal	bal	Romani
71	śíras	śíras	ɕíɾɐs	Sanskrit
71	śíras	sira	siˈɾaʔ	Pali
71	śíras	sir	sɪɾ	Hindi
71	śíras	sar	saɾ	Urdu
71	śíras	ṭāuko,	ʈäuko	Nepali
71	śíras	kapār,	kapa:r	Bhojpuri
71	śíras	sir	sɪɾə	Punjabi
71	śíras	matho	matho	Sindhi
71	śíras	māthũ	ma:tʰo	Gujarati
71	śíras	ḍoke	doke	Marathi
71	śíras	taklī,	takli:	Konkani
71	śíras	mur,	muɹ	Assamese
71	śíras	matha	matʰa	Bengali
71	śíras	muṇḍô	muṇḍô	Oriya
71	śíras	None	None	Kashmiri
71	śíras	oluwa,	oluwa	Sinhalese
71	śíras	saru	sa:ru	Dhivehi
71	śíras	śero	ɕɛro	Romani
72	kárṇa	kárṇa	kəɾɳ	Sanskrit
72	kárṇa	kaṇṇa	None	Pali
72	kárṇa	kān	kɑːn	Hindi
72	kárṇa	kān	kɑːn	Urdu
72	kárṇa	kān	kɑːn	Nepali
72	kárṇa	kān	kɑːn	Bhojpuri
72	kárṇa	kann	kənː	Punjabi
72	kárṇa	kana	kɑːnɑ	Sindhi
72	kárṇa	kān	kɑːn	Gujarati
72	kárṇa	kān	kɑːn	Marathi
72	kárṇa	kān	kɑːn	Konkani
72	kárṇa	kan	kɑn	Assamese
72	kárṇa	kan	kɑn	Bengali
72	kárṇa	kanô	kanɔ	Oriya
72	kárṇa	None	None	Kashmiri
72	kárṇa	kana	None	Sinhalese
72	kárṇa	kan̊fat̊	kæn̊fæt	Dhivehi
72	kárṇa	kan	kan	Romani
73	ákṣi	ákṣi	ɐkʂi	Sanskrit
73	ákṣi	akkhi	ɑːkkʰə	Pali
73	ákṣi	ā̃kh	ɑːkʰ	Hindi
73	ákṣi	ā̃kh	ɑːkʰ	Urdu
73	ákṣi	ā̃khā	äkʰä	Nepali
73	ákṣi	ā̃kh	ɑːkʰ	Bhojpuri
73	ákṣi	akkha	əkːʰ	Punjabi
73	ákṣi	akhi	ɪkːə	Sindhi
73	ákṣi	ā̃kha	ɑːkʰa:	Gujarati
73	ákṣi	ḍoḷā	ḍoḷā	Marathi
73	ákṣi	doḷo	doḷo	Konkani
73	ákṣi	soku	sɔku	Assamese
73	ákṣi	cokh	tʃokʰ	Bengali
73	ákṣi	akhi	akʰi	Oriya
73	ákṣi	None	None	Kashmiri
73	ákṣi	æsa	æsa	Sinhalese
73	ákṣi	lō	ɛlō	Dhivehi
73	ákṣi	jakh	jakh	Romani
74	nā́sā	nā́sā	nɑːsɑː	Sanskrit
74	nā́sā	nāsā	nɑːsɑː	Pali
74	nā́sā	nāk	nɑːk	Hindi
74	nā́sā	nāk	nɑːk	Urdu
74	nā́sā	nāk	nɑːk	Nepali
74	nā́sā	nāk	nɑːk	Bhojpuri
74	nā́sā	nakka	nɑːkʰɑ:	Punjabi
74	nā́sā	naku	nɑːku	Sindhi
74	nā́sā	nāk	nɑːk	Gujarati
74	nā́sā	nāk	nɑːk	Marathi
74	nā́sā	nāṅka	ɛnāṅkɑ	Konkani
74	nā́sā	nak	nak	Assamese
74	nā́sā	nak	nak	Bengali
74	nā́sā	nakô	nakɔ	Oriya
74	nā́sā	None	None	Kashmiri
74	nā́sā	nahaya	nahaya	Sinhalese
74	nā́sā	nēfat̊	ɛnēfæt̊	Dhivehi
74	nā́sā	nakh	nɑːkʰ	Romani
75	vaktra,	vaktra,	ʋɐktɾɐ	Sanskrit
75	vaktra,	mukha	mukˈhaʔ	Pali
75	vaktra,	mũh	mʊɦ	Hindi
75	vaktra,	munh	mʊɦ	Urdu
75	vaktra,	mukh	mʊkʰ	Nepali
75	vaktra,	mũh	mʊɦ	Bhojpuri
75	vaktra,	mū̃h	mũːɦ	Punjabi
75	vaktra,	vātu	va:tu	Sindhi
75	vaktra,	mõ,	mõ	Gujarati
75	vaktra,	toṇḍa	toṇḍa	Marathi
75	vaktra,	toṇḍa	toṇḍa	Konkani
75	vaktra,	mukh	mukʰ	Assamese
75	vaktra,	mukh	mukʰ	Bengali
75	vaktra,	paṭi,	paṭi	Oriya
75	vaktra,	None	None	Kashmiri
75	vaktra,	kaṭa	kata	Sinhalese
75	vaktra,	aⁿga	eɪⁿgɑ	Dhivehi
75	vaktra,	muj	muj	Romani
76	dánta	dánta	dɐntɐ	Sanskrit
76	dánta	danta	danta	Pali
76	dánta	dā̃t	dɑːt	Hindi
76	dánta	dānt	daːnt	Urdu
76	dánta	dā̃t	dɑːt	Nepali
76	dánta	dā̃t	dɑːt	Bhojpuri
76	dánta	dand	dənd	Punjabi
76	dánta	ᶑanda	ᶑanda	Sindhi
76	dánta	dā̃t	dɑːt	Gujarati
76	dánta	dāt	dɑːt	Marathi
76	dánta	dānta	dɑːnt	Konkani
76	dánta	dãt	dãt	Assamese
76	dánta	dãtô	dãt	Bengali
76	dánta	dantô	dantɔ	Oriya
76	dánta	None	None	Kashmiri
76	dánta	data	data	Sinhalese
76	dánta	dat̊	dæt̊	Dhivehi
76	dánta	dand	dənd	Romani
77	jihvā́	jihvā́	dʑiɦʋɑː	Sanskrit
77	jihvā́	jivhā	dʑiɦʋɑː	Pali
77	jihvā́	jībh	dʒiːbʱ	Hindi
77	jihvā́	zabān,	zabɑːn	Urdu
77	jihvā́	jibro	dzibro	Nepali
77	jihvā́	jībh	dʒiːbʱ	Bhojpuri
77	jihvā́	jībh	dʒiːbʱ	Punjabi
77	jihvā́	zabāna	zabɑːn	Sindhi
77	jihvā́	jībh	dʒibʱ	Gujarati
77	jihvā́	jībh	dʒiːbʱ	Marathi
77	jihvā́	jibli,	dʒiːbʱli	Konkani
77	jihvā́	zibha	zibʱa	Assamese
77	jihvā́	jibh,	dʒibʱ	Bengali
77	jihvā́	jibhô	dʒibʱɔ	Oriya
77	jihvā́	None	None	Kashmiri
77	jihvā́	diwa	ˈdiwə	Sinhalese
77	jihvā́	dū	duː	Dhivehi
77	jihvā́	ćhib	tʃʰip	Romani
78	nakhá	nakhá	nəkʰ	Sanskrit
78	nakhá	nakha	nəkʰɑː	Pali
78	nakhá	nāxun	nɑːxun	Hindi
78	nakhá	nāxun	nɑːxun	Urdu
78	nakhá	naṅ	nʌŋ	Nepali
78	nakhá	nāख़un,	nāख़un	Bhojpuri
78	nakhá	naṅgal	nɑṅgæl	Punjabi
78	nakhá	nahun	nəkʰun	Sindhi
78	nakhá	nakh	nəkʰ	Gujarati
78	nakhá	nakh	nəkʰ	Marathi
78	nakhá	nākhūṭ	nəkʰu:t	Konkani
78	nakhá	nokh	nɔkʰ	Assamese
78	nakhá	nôkh	nɔkʰ	Bengali
78	nakhá	nôkhô	nɔkʰɔ	Oriya
78	nakhá	None	None	Kashmiri
78	nakhá	niyapotu	niyapotu	Sinhalese
78	nakhá	mohoru	mohoru	Dhivehi
78	nakhá	vundya	vundya	Romani
79	padá	padá	pəd	Sanskrit
79	padá	pāda	pɑ:dɑ	Pali
79	padá	pair	pɛːɾ	Hindi
79	padá	pair,	piːɾ	Urdu
79	padá	pāu,	päu	Nepali
79	padá	goṛ,	goɾ	Bhojpuri
79	padá	pair	pɛːɾ	Punjabi
79	padá	peru	pəˈru	Sindhi
79	padá	pagno	pagno	Gujarati
79	padá	pāūl	pɑ:u:l	Marathi
79	padá	pāy	paj	Konkani
79	padá	bhori	bʱoɹi	Assamese
79	padá	pa	pa	Bengali
79	padá	padô	padɔ	Oriya
79	padá	None	None	Kashmiri
79	padá	paya,	paya	Sinhalese
79	padá	faitila	faitila	Dhivehi
79	padá	punro	punro	Romani
80	jáṅgha	jáṅgha	ʤeɪáṅgʰa:	Sanskrit
80	jáṅgha	janghā	ʤeɪangʰa:	Pali
80	jáṅgha	ṭāṅg	ʈɑːŋɡ	Hindi
80	jáṅgha	ṭāng	ʈɑːŋɡ	Urdu
80	jáṅgha	goḍā,	ɡoɽä	Nepali
80	jáṅgha	ṭāṅg	ʈɑːŋɡ	Bhojpuri
80	jáṅgha	latta	ˈlætə	Punjabi
80	jáṅgha	ṭaṅga	ṭaṅʤia:	Sindhi
80	jáṅgha	pag	paʤi	Gujarati
80	jáṅgha	pāy	paj	Marathi
80	jáṅgha	pāy	paj	Konkani
80	jáṅgha	bhori,	bʱoɹi	Assamese
80	jáṅgha	pa	pa	Bengali
80	jáṅgha	goḍô	goḍɔ	Oriya
80	jáṅgha	None	None	Kashmiri
80	jáṅgha	kakula	kakula	Sinhalese
80	jáṅgha	fai	fai	Dhivehi
80	jáṅgha	fujeri	fujeri	Romani
81	jā́nu	jā́nu	dzänu	Sanskrit
81	jā́nu	jānu	dzänu	Pali
81	jā́nu	ghuṭnā	ɡʱʊʈnɑː	Hindi
81	jā́nu	ghuṭnā	ɡʱʊʈnɑː	Urdu
81	jā́nu	ghũḍā	ɡʱʊɖa:	Nepali
81	jā́nu	ṭhehunā	ʈʱeʱuna:	Bhojpuri
81	jā́nu	goḍe	goᶑe	Punjabi
81	jā́nu	goᶑo	goᶑo	Sindhi
81	jā́nu	ghū̃ṭaṇ	ɡʱʊʈɑːn	Gujarati
81	jā́nu	guḍghā	ɡʱʊᶑɡɡʱɑː	Marathi
81	jā́nu	dopor	ˈdoʊpər	Konkani
81	jā́nu	ãthu	ãtʰu	Assamese
81	jā́nu	hãṭu	ˈɦaʈu	Bengali
81	jā́nu	aṇṭhu	aɳʈʰu	Oriya
81	jā́nu	None	None	Kashmiri
81	jā́nu	dana	dana	Sinhalese
81	jā́nu	kakū	kaku:	Dhivehi
81	jā́nu	chang	tɕãɴ	Romani
82	hásta,	hásta,	ɦɐstɐ	Sanskrit
82	hásta,	hattha	ɦɑt:ʰə	Pali
82	hásta,	hāth	ɦɑːtʰ	Hindi
82	hásta,	hāth	ɦɑːtʰ	Urdu
82	hásta,	hāt	ɦat	Nepali
82	hásta,	hāth	ɦɑːtʰ	Bhojpuri
82	hásta,	hattha	ɦətːʰə	Punjabi
82	hásta,	hatha	ɦɑtʰə	Sindhi
82	hásta,	hāth	ɦɑːtʰ	Gujarati
82	hásta,	hāt	ɦat	Marathi
82	hásta,	hāt	ɦat	Konkani
82	hásta,	hat	ɦat	Assamese
82	hásta,	hat	ɦat	Bengali
82	hásta,	hatô	hatɔ	Oriya
82	hásta,	None	None	Kashmiri
82	hásta,	ata	ata	Sinhalese
82	hásta,	at̊	æt̊	Dhivehi
82	hásta,	vast	vɑːst	Romani
83	pakṣá	pakṣá	pəkʂ	Sanskrit
83	pakṣá	pakkha	pək:ʰə	Pali
83	pakṣá	paṅkh	pəŋkʰ	Hindi
83	pakṣá	bāzū,	bɑˈzu	Urdu
83	pakṣá	pakheṭā	pəkʰeta:	Nepali
83	pakṣá	pā̃kh	pɑːkʰ	Bhojpuri
83	pakṣá	pakkha	pɑːkʰa:	Punjabi
83	pakṣá	paru	puɾ	Sindhi
83	pakṣá	pā̃kh	pɑːkʰ	Gujarati
83	pakṣá	paṅkha	pəŋkʰ	Marathi
83	pakṣá	paṅkha,	pəŋkʰ	Konkani
83	pakṣá	deuka,	dɛuka	Assamese
83	pakṣá	pakha	pakʰa	Bengali
83	pakṣá	ḍeṇa	ɖeɳa	Oriya
83	pakṣá	None	None	Kashmiri
83	pakṣá	piyāpat	piyāpæt	Sinhalese
83	pakṣá	vara	vara	Dhivehi
83	pakṣá	phakh	pʰɑkʰ	Romani
84	udára	udára	ʊdəɾ	Sanskrit
84	udára	udara	udara	Pali
84	udára	peṭ	peːʈ	Hindi
84	udára	peṭ	peːʈ	Urdu
84	udára	peṭ,	peːʈ	Nepali
84	udára	peṭ	peːʈ	Bhojpuri
84	udára	ḍhiḍḍa,	ʈɪɖːə	Punjabi
84	udára	peṭu	peːʈu	Sindhi
84	udára	peṭ	peːʈ	Gujarati
84	udára	poṭ	poʊʈ	Marathi
84	udára	poṭ	poʊʈ	Konkani
84	udára	pet	pɛt	Assamese
84	udára	peṭ	pɛt	Bengali
84	udára	peṭô	peʈɔ	Oriya
84	udára	None	None	Kashmiri
84	udára	baḍa	baḍa:	Sinhalese
84	udára	baⁿḍu	baⁿḍu	Dhivehi
84	udára	per	pɜːɹ	Romani
85	ántra,	ántra,	ɐntɾɐ	Sanskrit
85	ántra,	antavaṭṭi	əntava:t:i	Pali
85	ántra,	antṛī	əntɽiː	Hindi
85	ántra,	andarūn	əndə:ru:n	Urdu
85	ántra,	ānadrā	ɑ:nadrɑ:	Nepali
85	ántra,	antṛī	əntɽiː	Bhojpuri
85	ántra,	himmat	himmat	Punjabi
85	ántra,	āṇḍo	āṇḍo	Sindhi
85	ántra,	āntarḍā	āntarḍā	Gujarati
85	ántra,	ātḍe	ɑ:tḍɛ	Marathi
85	ántra,	neṭ	nɛṭ	Konkani
85	ántra,	nari	nari	Assamese
85	ántra,	bhuṛi	bʰuṛi	Bengali
85	ántra,	ôntô	ɔntɔ	Oriya
85	ántra,	None	None	Kashmiri
85	ántra,	piṭa	piṭa:	Sinhalese
85	ántra,	gohor	gohor	Dhivehi
85	ántra,	porr	pɔr	Romani
86	gala,	gala,	ɡɐlɐ	Sanskrit
86	gala,	gīva	ɡi:va	Pali
86	gala,	gardan	ɡəɾdən	Hindi
86	gala,	gardan	ɡaɾdan	Urdu
86	gala,	gardan,	ɡəɾdən	Nepali
86	gala,	gardan	ɡəɾdən	Bhojpuri
86	gala,	gardan	ɡəɾdən	Punjabi
86	gala,	ɠicī	ɠicī	Sindhi
86	gala,	gaḷũ	ɠaḷũ	Gujarati
86	gala,	gaḷā	gala:	Marathi
86	gala,	gaḷo	galo	Konkani
86	gala,	diṅi	diŋi	Assamese
86	gala,	gôla	ɡɔla	Bengali
86	gala,	bekô	bɜkɔ	Oriya
86	gala,	None	None	Kashmiri
86	gala,	bella	bɜlla:	Sinhalese
86	gala,	karu	None	Dhivehi
86	gala,	korr	kʰɔrː	Romani
87	pṛṣṭhá	pṛṣṭhá	pɾistʰʌ	Sanskrit
87	pṛṣṭhá	piṭṭha	pɾistʰa	Pali
87	pṛṣṭhá	pīṭh	piːʈʰ	Hindi
87	pṛṣṭhá	pīṭh	piːʈʰ	Urdu
87	pṛṣṭhá	āṅ	äŋ	Nepali
87	pṛṣṭhá	pīṭh	piːʈʰ	Bhojpuri
87	pṛṣṭhá	piṭṭha*,	pɪʈʰ	Punjabi
87	pṛṣṭhá	puṭhi	putʰi:	Sindhi
87	pṛṣṭhá	pīṭh	piːʈʰ	Gujarati
87	pṛṣṭhá	pāṭh	päʈʰ	Marathi
87	pṛṣṭhá	pichāḍẽ,	pichāḍẽ	Konkani
87	pṛṣṭhá	pithi	pitʰi	Assamese
87	pṛṣṭhá	piṭh	pitʰ	Bengali
87	pṛṣṭhá	piṭhi	piʈʰi	Oriya
87	pṛṣṭhá	None	None	Kashmiri
87	pṛṣṭhá	passa	passa	Sinhalese
87	pṛṣṭhá	mīhegge	mīhegge	Dhivehi
87	pṛṣṭhá	dumo	ˈdumo	Romani
88	stána	stána	stɐnɐ	Sanskrit
88	stána	thana	ˈtɑːnə	Pali
88	stána	chātī	tʃʰɑːtiː	Hindi
88	stána	sīnā	siːna	Urdu
88	stána	chātī,	tʃʰɑːtiː	Nepali
88	stána	chātī,	tʃʰɑːtiː	Bhojpuri
88	stána	chātī	tʃʰɑːtiː	Punjabi
88	stána	chātī	tʃʰɑːtiː	Sindhi
88	stána	chātī	tʃʰɑːtiː	Gujarati
88	stána	chātī,	tʃʰɑːtiː	Marathi
88	stána	chātī,	tʃʰɑːtiː	Konkani
88	stána	buku	buku	Assamese
88	stána	buk	buk	Bengali
88	stána	stônô,	stɔnɔ	Oriya
88	stána	None	None	Kashmiri
88	stána	tanē,	tane:	Sinhalese
88	stána	kisfā	kisfā	Dhivehi
88	stána	ćući	ćjućaɪ	Romani
89	hṛ́daya	hṛ́daya	ɦɾɪdəj	Sanskrit
89	hṛ́daya	hadaya	ɦrɪdəj	Pali
89	hṛ́daya	dil	dɪl	Hindi
89	hṛ́daya	dil	dalla	Urdu
89	hṛ́daya	muṭu,	muʈu	Nepali
89	hṛ́daya	hīv,	h:iv	Bhojpuri
89	hṛ́daya	dil	dɪl	Punjabi
89	hṛ́daya	dil	dalla	Sindhi
89	hṛ́daya	hṛdya	ɦɾɪdəj	Gujarati
89	hṛ́daya	hruday	ɦɾɪdəj	Marathi
89	hṛ́daya	haḍḍẽ	haḍḍẽ	Konkani
89	hṛ́daya	hia,	ɦia	Assamese
89	hṛ́daya	hridôẏ	ɦɾɪdɔj	Bengali
89	hṛ́daya	hrudôyô	ɦrudɔjɔ	Oriya
89	hṛ́daya	None	None	Kashmiri
89	hṛ́daya	hadawata,	hadawata	Sinhalese
89	hṛ́daya	hit̊	hit̊	Dhivehi
89	hṛ́daya	ilo	ˈʔilo	Romani
90	yákṛt	yákṛt	jɐkrt	Sanskrit
90	yákṛt	yakana	jakana	Pali
90	yákṛt	jigar,	dʒɪɡəɾ	Hindi
90	yákṛt	jigar	dʒiɡaɾ	Urdu
90	yákṛt	kalejo	kʌledzo	Nepali
90	yákṛt	jigar,	dʒɪɡəɾ	Bhojpuri
90	yákṛt	jigar	None	Punjabi
90	yákṛt	jigaru	dʒiɡaɾ	Sindhi
90	yákṛt	yakṛt,	jakɾt	Gujarati
90	yákṛt	yakrut,	jakɾut	Marathi
90	yákṛt	yakrut	jakɾut	Konkani
90	yákṛt	zokrit,	zokrit	Assamese
90	yákṛt	kôlje	kɔldʒe	Bengali
90	yákṛt	jôkrutô,	dʒɔkɾutɔ	Oriya
90	yákṛt	None	None	Kashmiri
90	yákṛt	akmāwa	akmāwɑ	Sinhalese
90	yákṛt	mē	mɛ:	Dhivehi
90	yákṛt	puko	puko	Romani
91	píbati	píbati	píbɐti	Sanskrit
91	píbati	pivati	pivati	Pali
91	píbati	pīnā	piːnɑː	Hindi
91	píbati	pīnā	piːɳäː	Urdu
91	píbati	piunu	piunu	Nepali
91	píbati	pīe	pi:ɛ	Bhojpuri
91	píbati	pīṇā	piːɳɑː	Punjabi
91	píbati	pīaṇu,	pi:aṇu	Sindhi
91	píbati	pīvũ	pi:nu	Gujarati
91	píbati	piṇe	pi:nɛ	Marathi
91	píbati	piyevce,	piyevce	Konkani
91	píbati	khüa,	kʰʊa	Assamese
91	píbati	pan	pa:n	Bengali
91	píbati	piiba	piiba	Oriya
91	píbati	None	None	Kashmiri
91	píbati	bonawā	bonawā	Sinhalese
91	píbati	buin̊	buin̊	Dhivehi
91	píbati	pijel	pijel	Romani
92	khā́dati,	khā́dati,	kʰɑːdɐti	Sanskrit
92	khā́dati,	adeti	adeti	Pali
92	khā́dati,	khānā	kʰɑːnɑː	Hindi
92	khā́dati,	khānā	kʰɑːnɑː	Urdu
92	khā́dati,	khānu	kʰänu	Nepali
92	khā́dati,	khāe	kʰɑːɛ	Bhojpuri
92	khā́dati,	khāṇā	kʰaːɳaː	Punjabi
92	khā́dati,	khāiṇu	kʰaːiṇu	Sindhi
92	khā́dati,	khāvũ	kʰävu	Gujarati
92	khā́dati,	khāṇe	kʰänɛ	Marathi
92	khā́dati,	khāvce	kʰɑ:vcɛ	Konkani
92	khā́dati,	kha	kʰa	Assamese
92	khā́dati,	khaẇa	kʰawa	Bengali
92	khā́dati,	khaiba	kʰaiba	Oriya
92	khā́dati,	None	None	Kashmiri
92	khā́dati,	kanawā	kʰɑːnɑːwa:	Sinhalese
92	khā́dati,	keun̊	keun̊	Dhivehi
92	khā́dati,	xal	ˈʃal	Romani
93	dáśati	dáśati	dɐɕɐti	Sanskrit
93	dáśati	ḍasati	dɐɕɐti	Pali
93	dáśati	kāṭnā	ˈkaːʈnaː	Hindi
93	dáśati	kāṭnā	ˈkaːʈnaː	Urdu
93	dáśati	ṭoknu	ʈoknu	Nepali
93	dáśati	kāṭe	ˈkaːʈɛ	Bhojpuri
93	dáśati	vaḍḍhaṇā	vaḍḍhaṇā	Punjabi
93	dáśati	cak	cak	Sindhi
93	dáśati	backũ	bækũ	Gujarati
93	dáśati	ċāvṇe	tsaʋɳe	Marathi
93	dáśati	cāvce	tsaʋne	Konkani
93	dáśati	kamür	kamʊɹ	Assamese
93	dáśati	kamṛano	ˈkamɽaˌno	Bengali
93	dáśati	kamuṛiba	kamuṛˈibə	Oriya
93	dáśati	None	None	Kashmiri
93	dáśati	ridawanawā	ridawanawā	Sinhalese
93	dáśati	daigatun̊	daigatun̊	Dhivehi
93	dáśati	dindalel	dindalel	Romani
94	dháyati	dháyati	dʱɐjɐti	Sanskrit
94	dháyati	cūsati	tʃuːsɑti	Pali
94	dháyati	cūsnā	tʃuːsnɑː	Hindi
94	dháyati	cūsnā	tʃuːsnɑ	Urdu
94	dháyati	cusnu	tsusnu	Nepali
94	dháyati	cūse	tsu:sɛ	Bhojpuri
94	dháyati	cūsṇā	tʃuːsnɑ	Punjabi
94	dháyati	cūpaṇu,	tʃupɑṇu	Sindhi
94	dháyati	cūsvũ	tʃuːsvu:	Gujarati
94	dháyati	ċokhṇe	'tʃuokʱɛ	Marathi
94	dháyati	cokhce	tʃuokʱɛ	Konkani
94	dháyati	suh,	sʌ	Assamese
94	dháyati	cośa	tʃoʃɑ	Bengali
94	dháyati	cucumiba,	tʃutʃumibɑː	Oriya
94	dháyati	None	None	Kashmiri
94	dháyati	uranawā	uranawā	Sinhalese
94	dháyati	buin̊	buin̊	Dhivehi
94	dháyati	chuchi	tʃʰutʃʰi	Romani
95	ṣṭhī́vati	ṣṭhī́vati	ʂʈʰíːʋɐti	Sanskrit
95	ṣṭhī́vati	oṭṭhubhati	oʊṭṭhubhati	Pali
95	ṣṭhī́vati	thūknā	tʰuːknɑː	Hindi
95	ṣṭhī́vati	thūknā	tʰuːknɑː	Urdu
95	ṣṭhī́vati	thuknu	tʰuknu	Nepali
95	ṣṭhī́vati	thūke	tʰukɛ	Bhojpuri
95	ṣṭhī́vati	thukkaṇā	tʰuːk:ɑnɑː	Punjabi
95	ṣṭhī́vati	thukaṇu	tʰuːkɑːnu	Sindhi
95	ṣṭhī́vati	thū̃kvũ	tʰuːkvu:	Gujarati
95	ṣṭhī́vati	thuṅkṇe	tʰuːṅknɛ	Marathi
95	ṣṭhī́vati	thukce	tʰuːksɛ	Konkani
